Average,Upper,Lower,JOL_Bin,Direction,Encoding
43.3610193,60.29886064,26.42317795,70,B,RL
48.20703379,64.87828239,31.53578519,80,B,RL
47.92060343,64.51604929,31.32515756,90,B,RL
43.87755102,60.64369844,27.1114036,100,B,RL
22.22222222,36.60192512,7.842519324,0,F,RL
41.21557455,58.23654467,24.19460443,10,F,RL
50.47483381,67.01624347,33.93342415,20,F,RL
56.70194004,73.99605768,39.40782239,30,F,RL
56.2816616,73.54407598,39.01924722,40,F,RL
63.75292597,80.26965407,47.23619787,50,F,RL
68.16209704,83.45159549,52.8725986,60,F,RL
69.38959295,85.03078508,53.74840082,70,F,RL
70.25166192,86.39917199,54.10415185,80,F,RL
76.23526109,90.8582866,61.61223557,90,F,RL
88.32116788,99.15643324,77.48590253,100,F,RL
25,40.03251378,9.967486219,0,S,RL
26.74603175,42.504388,10.98767549,10,S,RL
35.07936508,50.46563347,19.69309669,20,S,RL
43.33333333,61.30062388,25.36604279,30,S,RL
52.56038647,69.91843823,35.20233472,40,S,RL
53.60205314,70.53026524,36.67384104,50,S,RL
53.1576087,70.20001311,36.11520428,60,S,RL
54.69978632,71.83948912,37.56008353,70,S,RL
58.79830657,75.54836863,42.04824452,80,S,RL
65.40604138,81.46885697,49.34322579,90,S,RL
71.82320442,86.98664791,56.65976093,100,S,RL
12.19512195,23.21373522,1.176508682,0,U,RL
13.29849013,24.82486378,1.772116473,10,U,RL
15.11580242,26.97263337,3.258971466,20,U,RL
23.97759104,37.18619157,10.7689905,30,U,RL
30.98039216,48.02566061,13.93512371,40,U,RL
39.3837535,55.94161054,22.82589646,50,U,RL
44.56893869,62.53622923,26.60164814,60,U,RL
42.32804233,60.04402972,24.61205494,70,U,RL
31.37566138,47.77747859,14.97384416,80,U,RL
32.85714286,43.48673529,22.22755042,90,U,RL
60,78.41099416,41.58900584,100,U,RL
13.04347826,24.29225217,1.794704356,0,B,READ
13.17823544,24.67251744,1.683953451,10,B,READ
15.08040936,26.27102895,3.889789767,20,B,READ
21.74707602,34.63220682,8.861945223,30,B,READ
25.87174941,41.5097255,10.23377332,40,B,READ
31.24965639,45.64763822,16.85167455,50,B,READ
34.24110938,49.9943749,18.48784385,60,B,READ
37.69628305,53.99262124,21.39994485,70,B,READ
40.5982906,56.47332742,24.72325378,80,B,READ
44.39046334,60.80076333,27.98016335,90,B,READ
53.68421053,70.05955776,37.30886329,100,B,READ
28.57142857,43.88579812,13.25705903,0,F,READ
43.36219336,60.23118749,26.49319923,10,F,READ
52.46583482,69.04479597,35.88687367,20,F,READ
56.00118835,72.46501644,39.53736027,30,F,READ
59.46439182,75.67351549,43.25526814,40,F,READ
65.83694084,81.89285038,49.78103129,50,F,READ
72.42063492,86.70372058,58.13754926,60,F,READ
78.70879121,91.80459206,65.61299036,70,F,READ
82.78680539,95.78678606,69.78682473,80,F,READ
81.75866687,92.7777264,70.73960733,90,F,READ
77.27272727,91.04080512,63.50464943,100,F,READ
12.5,24.04941076,0.950589241,0,S,READ
29.16666667,44.33398364,13.9993497,10,S,READ
48,64.65679708,31.34320292,20,S,READ
40.74074074,57.09732438,24.3841571,30,S,READ
48.48484848,65.06380964,31.90588733,40,S,READ
55.81395349,72.22848036,39.39942661,50,S,READ
68.57142857,83.95769696,53.18516018,60,S,READ
55.38461538,71.74932883,39.01990194,70,S,READ
68.88888889,84.18274819,53.59502958,80,S,READ
44.73684211,61.19746512,28.27621909,90,S,READ
74.81481481,89.04746198,60.58216765,100,S,READ
9.777777778,19.50186649,0.053689068,0,U,READ
26.15384615,40.62167076,11.68602155,10,U,READ
18.18181818,30.92683752,5.436798842,20,U,READ
11.42857143,21.97346456,0.883678293,30,U,READ
15.38461538,27.40420054,3.365030227,40,U,READ
12.5,23.65779083,1.342209166,50,U,READ
28.57142857,43.88579812,13.25705903,60,U,READ
20,33.77347603,6.226523969,70,U,READ
16.66666667,30.00277749,3.330555845,80,U,READ
50,68.86010879,31.13989121,90,U,READ
56.25,72.98668625,39.51331375,100,U,READ
