Average,Upper,Lower,JOL_Bin,Direction,Encoding
43.30085125,60.89751627,25.70418624,70,B,RL
50.99031976,68.53220873,33.44843078,80,B,RL
55.18488255,72.82904785,37.54071725,90,B,RL
56.13207547,73.64186885,38.62228209,100,B,RL
40,57.54052039,22.45947961,0,F,RL
52.94372294,71.32770169,34.5597442,10,F,RL
63.68446368,81.18880558,46.18012179,20,F,RL
63.68446368,79.90895874,47.45996863,30,F,RL
65.11303511,83.05396131,47.17210891,40,F,RL
65.11303511,81.6937674,48.53230283,50,F,RL
72.47234247,88.46337939,56.48130556,60,F,RL
75.95264817,90.94898976,60.95630659,70,F,RL
77.39297739,91.81752393,62.96843086,80,F,RL
79.58994709,94.55255929,64.62733489,90,F,RL
83.21428571,96.39445525,70.03411618,100,F,RL
45.83333333,63.75068032,27.91598635,0,S,RL
63.15656566,77.99930159,48.31382972,10,S,RL
62.46212121,80.22273202,44.70151041,20,S,RL
49.52094474,67.55693028,31.48495921,30,S,RL
45.40284062,63.26112739,27.54455386,40,S,RL
49.00132547,66.82687474,31.1757762,50,S,RL
54.63067399,72.36175757,36.8995904,60,S,RL
58.8849715,76.3976424,41.37230059,70,S,RL
65.76062458,82.74897858,48.77227059,80,S,RL
70.69600669,85.95670745,55.43530593,90,S,RL
72.87066246,88.54745704,57.19386788,100,S,RL
9.610983982,19.99856572,0,0,U,RL
16.45929458,30.05609007,2.862499093,10,U,RL
17.8010878,32.4741869,3.127988705,20,U,RL
24.09888357,36.3191896,11.87857754,30,U,RL
35.06515001,52.27401403,17.856286,40,U,RL
39.40858435,57.09908964,21.71807907,50,U,RL
46.88096902,62.99454441,30.76739363,60,U,RL
39.75308642,57.37946129,22.12671155,70,U,RL
40.38800705,57.39249729,23.38351682,80,U,RL
42.85714286,59.36039466,26.35389105,90,U,RL
66.66666667,84.26798627,49.06534707,100,U,RL
10.89130435,21.16899156,0.613617136,0,B,READ
17.05685798,29.12840069,4.985315282,10,B,READ
22.68568246,36.87879503,8.492569889,20,B,READ
23.77702192,38.54591476,9.008129082,30,B,READ
29.00719924,41.93520214,16.07919634,40,B,READ
28.8831601,44.95901698,12.80730323,50,B,READ
33.81004803,48.43263876,19.1874573,60,B,READ
27.56771652,43.09944823,12.03598481,70,B,READ
25.57856381,39.03080161,12.12632601,80,B,READ
28.75191104,42.19837218,15.30544989,90,B,READ
43.36419753,59.55265819,27.17573687,100,B,READ
22.25925926,36.09234654,8.426171981,0,F,READ
30.38435257,43.66899245,17.09971269,10,F,READ
37.8653087,54.38003632,21.35058108,20,F,READ
50.48577654,66.89575563,34.07579745,30,F,READ
52.57763964,68.84945361,36.30582567,40,F,READ
59.79776375,76.08914214,43.50638537,50,F,READ
59.7426554,75.23522174,44.25008905,60,F,READ
57.63381186,73.83943163,41.42819208,70,F,READ
54.00404995,70.33349393,37.67460597,80,F,READ
55.05571039,71.32588139,38.78553938,90,F,READ
60.88439306,76.80878799,44.95999814,100,F,READ
12.58333333,23.60904784,1.557618828,0,S,READ
28.08447002,43.453221,12.71571904,10,S,READ
37.8685202,54.17114945,21.56589095,20,S,READ
44.69935024,61.08528704,28.31341344,30,S,READ
48.853762,65.32886494,32.37865906,40,S,READ
52.15237581,68.49399808,35.81075355,50,S,READ
49.19013175,65.60388361,32.7763799,60,S,READ
47.28337557,63.46939714,31.097354,70,S,READ
44.51852204,60.87832467,28.15871941,80,S,READ
47.31338212,63.51893213,31.1078321,90,S,READ
50.42512077,66.73783555,34.11240599,100,S,READ
4.435424354,11.16750049,0,0,U,READ
9.410966013,18.30814783,0.513784191,10,U,READ
14.38410413,26.358944,2.409264264,20,U,READ
17.19735786,30.17322283,4.2214929,30,U,READ
22.5276959,34.71577414,10.33961767,40,U,READ
19.21149967,34.48987143,3.933127905,50,U,READ
17.23768453,26.9085768,7.566792261,60,U,READ
10.3478923,20.64775004,0.048034557,70,U,READ
11.56030172,22.44919061,0.671412832,80,U,READ
24.71819646,35.96697036,13.46942255,90,U,READ
50,66.63305252,33.36694748,100,U,READ
