Average,Upper,Lower,JOL_Bin,Direction,Encoding
20.07159892,30.67250407,9.470693765,20,B,READ
22.46207511,36.27521926,8.648930953,30,B,READ
27.87504563,41.75049543,13.99959583,40,B,READ
28.46268969,42.67703563,14.24834375,50,B,READ
32.1546105,46.22578459,18.08343642,60,B,READ
33.62719554,48.75926802,18.49512305,70,B,READ
38.62965191,53.37738356,23.88192025,80,B,READ
42.46679513,57.90052427,27.03306599,90,B,READ
49.75862069,65.29039204,34.22684934,100,B,READ
42.525,58.03334369,27.01665631,0,F,READ
44.01374239,59.48743513,28.54004966,10,F,READ
46.28650359,61.89738665,30.67562053,20,F,READ
51.76333068,67.34638146,36.18027991,30,F,READ
53.97289054,69.38464249,38.56113858,40,F,READ
57.14024962,72.63558978,41.64490945,50,F,READ
61.27146174,76.57558634,45.96733714,60,F,READ
65.78301501,80.04192776,51.52410227,70,F,READ
71.26030398,85.70515192,56.81545603,80,F,READ
73.07437805,86.4996712,59.6490849,90,F,READ
75.47222222,88.83352597,62.11091847,100,F,READ
16.04,27.63015911,4.449840887,0,S,READ
28.2786896,42.98604512,13.57133408,10,S,READ
33.65821341,48.73832366,18.57810316,20,S,READ
35.6474026,50.244063,21.05074219,30,S,READ
40.03576902,55.21413209,24.85740595,40,S,READ
48.2645335,63.816873,32.712194,50,S,READ
54.09516413,69.51460174,38.67572652,60,S,READ
58.2037674,73.64956633,42.75796848,70,S,READ
58.92881245,74.03952024,43.81810466,80,S,READ
62.26682293,77.57085089,46.96279497,90,S,READ
65.90592334,80.60483205,51.20701464,100,S,READ
6.968539326,14.86669816,0,0,U,READ
13.61808454,25.52574883,1.710420243,10,U,READ
15.40939335,26.82786854,3.990918152,20,U,READ
15.73679676,25.99436666,5.47922686,30,U,READ
13.73679676,25.97790384,1.495689684,40,U,READ
16.03289792,25.44843336,6.617362476,50,U,READ
19.46581197,31.92139459,7.010229343,60,U,READ
23.2991453,37.68812558,8.910165015,70,U,READ
28.79365079,41.97806228,15.60923931,80,U,READ
30.5,45.9097871,15.0902129,90,U,READ
34.28571429,49.21046672,19.36096185,100,U,READ
