"Username","Condition.Description","Direction","Block","JOL","Recall","Version","JOL_rounded","warning"
"w975182_JSM","RELATIONAL","B",2,89,100,"sona",90,"no"
"w999716_lnk","RELATIONAL","B",2,100,0,"sona",100,"no"
"w10030701","RELATIONAL","U",2,20,100,"sona",20,"no"
"w10034986_mew","RELATIONAL","U",2,0,0,"sona",0,"no"
"w975182_JSM","RELATIONAL","U",2,0,100,"sona",0,"no"
"w999716_lnk","RELATIONAL","U",2,0,100,"sona",0,"no"
"w10030701","RELATIONAL","U",2,0,0,"sona",0,"no"
"w10034986_mew","RELATIONAL","U",2,0,0,"sona",0,"no"
"w975182_JSM","RELATIONAL","U",2,0,0,"sona",0,"no"
"w999716_lnk","RELATIONAL","U",2,100,0,"sona",100,"no"
"w10030701","RELATIONAL","F",2,100,0,"sona",100,"no"
"w10034986_mew","RELATIONAL","F",2,90,0,"sona",90,"no"
"w975182_JSM","RELATIONAL","F",2,98,100,"sona",100,"no"
"w999716_lnk","RELATIONAL","F",2,100,100,"sona",100,"no"
"w10030701","RELATIONAL","U",2,10,0,"sona",10,"no"
"w10034986_mew","RELATIONAL","U",2,0,0,"sona",0,"no"
"w975182_JSM","RELATIONAL","U",2,0,0,"sona",0,"no"
"w999716_lnk","RELATIONAL","U",2,25,0,"sona",20,"no"
"w10030701","RELATIONAL","F",2,100,100,"sona",100,"no"
"w10034986_mew","RELATIONAL","F",2,80,100,"sona",80,"no"
"w975182_JSM","RELATIONAL","F",2,98,100,"sona",100,"no"
"w999716_lnk","RELATIONAL","F",2,100,100,"sona",100,"no"
"w10030701","RELATIONAL","U",2,20,0,"sona",20,"no"
"w10034986_mew","RELATIONAL","U",2,0,0,"sona",0,"no"
"w975182_JSM","RELATIONAL","U",2,2,0,"sona",0,"no"
"w999716_lnk","RELATIONAL","U",2,20,0,"sona",20,"no"
"w10030701","RELATIONAL","F",2,90,0,"sona",90,"no"
"w10034986_mew","RELATIONAL","F",2,90,100,"sona",90,"no"
"w975182_JSM","RELATIONAL","F",2,99,100,"sona",100,"no"
"w999716_lnk","RELATIONAL","F",2,90,0,"sona",90,"no"
"w10030701","RELATIONAL","B",2,100,0,"sona",100,"no"
"w10034986_mew","RELATIONAL","B",2,60,0,"sona",60,"no"
"w975182_JSM","RELATIONAL","B",2,94,0,"sona",90,"no"
"w999716_lnk","RELATIONAL","B",2,90,0,"sona",90,"no"
"w10030701","RELATIONAL","S",2,100,100,"sona",100,"no"
"w10034986_mew","RELATIONAL","S",2,100,0,"sona",100,"no"
"w975182_JSM","RELATIONAL","S",2,100,100,"sona",100,"no"
"w999716_lnk","RELATIONAL","S",2,100,0,"sona",100,"no"
"w10030701","RELATIONAL","S",2,60,0,"sona",60,"no"
"w10034986_mew","RELATIONAL","S",2,100,0,"sona",100,"no"
"w975182_JSM","RELATIONAL","S",2,89,100,"sona",90,"no"
"w999716_lnk","RELATIONAL","S",2,100,0,"sona",100,"no"
"w10030701","RELATIONAL","F",2,90,100,"sona",90,"no"
"w10034986_mew","RELATIONAL","F",2,70,0,"sona",70,"no"
"w975182_JSM","RELATIONAL","F",2,77,100,"sona",80,"no"
"w999716_lnk","RELATIONAL","F",2,100,100,"sona",100,"no"
"w10030701","RELATIONAL","B",2,90,100,"sona",90,"no"
"w10034986_mew","RELATIONAL","B",2,10,0,"sona",10,"no"
"w975182_JSM","RELATIONAL","B",2,88,0,"sona",90,"no"
"w999716_lnk","RELATIONAL","B",2,100,0,"sona",100,"no"
"w10030701","RELATIONAL","U",2,70,100,"sona",70,"no"
"w10034986_mew","RELATIONAL","U",2,0,0,"sona",0,"no"
"w975182_JSM","RELATIONAL","U",2,1,100,"sona",0,"no"
"w999716_lnk","RELATIONAL","U",2,0,0,"sona",0,"no"
"w10030701","RELATIONAL","B",2,80,0,"sona",80,"no"
"w10034986_mew","RELATIONAL","B",2,35,0,"sona",40,"no"
"w975182_JSM","RELATIONAL","B",2,97,100,"sona",100,"no"
"w999716_lnk","RELATIONAL","B",2,100,0,"sona",100,"no"
"w10030701","RELATIONAL","F",2,90,100,"sona",90,"no"
"w10034986_mew","RELATIONAL","F",2,15,0,"sona",20,"no"
"w975182_JSM","RELATIONAL","F",2,100,100,"sona",100,"no"
"w999716_lnk","RELATIONAL","F",2,80,0,"sona",80,"no"
"w10030701","RELATIONAL","B",2,90,100,"sona",90,"no"
"w10034986_mew","RELATIONAL","B",2,45,0,"sona",40,"no"
"w975182_JSM","RELATIONAL","B",2,97,100,"sona",100,"no"
"w999716_lnk","RELATIONAL","B",2,100,0,"sona",100,"no"
"w10030701","RELATIONAL","S",2,70,0,"sona",70,"no"
"w10034986_mew","RELATIONAL","S",2,70,0,"sona",70,"no"
"w975182_JSM","RELATIONAL","S",2,89,100,"sona",90,"no"
"w999716_lnk","RELATIONAL","S",2,100,0,"sona",100,"no"
"w10030701","RELATIONAL","U",2,50,0,"sona",50,"no"
"w10034986_mew","RELATIONAL","U",2,40,0,"sona",40,"no"
"w975182_JSM","RELATIONAL","U",2,32,100,"sona",30,"no"
"w999716_lnk","RELATIONAL","U",2,50,0,"sona",50,"no"
"w10030701","RELATIONAL","B",2,80,100,"sona",80,"no"
"w10034986_mew","RELATIONAL","B",2,90,0,"sona",90,"no"
"w975182_JSM","RELATIONAL","B",2,99,0,"sona",100,"no"
"w999716_lnk","RELATIONAL","B",2,90,0,"sona",90,"no"
"w10030701","RELATIONAL","F",2,100,100,"sona",100,"no"
"w10034986_mew","RELATIONAL","F",2,90,100,"sona",90,"no"
"w975182_JSM","RELATIONAL","F",2,94,100,"sona",90,"no"
"w999716_lnk","RELATIONAL","F",2,80,0,"sona",80,"no"
"w10030701","RELATIONAL","U",2,0,0,"sona",0,"no"
"w10034986_mew","RELATIONAL","U",2,10,0,"sona",10,"no"
"w975182_JSM","RELATIONAL","U",2,1,0,"sona",0,"no"
"w999716_lnk","RELATIONAL","U",2,0,0,"sona",0,"no"
"w10030701","RELATIONAL","S",2,100,100,"sona",100,"no"
"w10034986_mew","RELATIONAL","S",2,100,100,"sona",100,"no"
"w975182_JSM","RELATIONAL","S",2,100,0,"sona",100,"no"
"w999716_lnk","RELATIONAL","S",2,100,0,"sona",100,"no"
"w10030701","RELATIONAL","F",2,100,0,"sona",100,"no"
"w10034986_mew","RELATIONAL","F",2,90,0,"sona",90,"no"
"w975182_JSM","RELATIONAL","F",2,98,100,"sona",100,"no"
"w999716_lnk","RELATIONAL","F",2,90,100,"sona",90,"no"
"w10030701","RELATIONAL","B",2,60,0,"sona",60,"no"
"w10034986_mew","RELATIONAL","B",2,40,0,"sona",40,"no"
"w975182_JSM","RELATIONAL","B",2,57,0,"sona",60,"no"
"w999716_lnk","RELATIONAL","B",2,90,0,"sona",90,"no"
"w10030701","RELATIONAL","B",2,100,0,"sona",100,"no"
"w10034986_mew","RELATIONAL","B",2,60,0,"sona",60,"no"
"w975182_JSM","RELATIONAL","B",2,100,100,"sona",100,"no"
"w999716_lnk","RELATIONAL","B",2,0,0,"sona",0,"no"
"w10030701","RELATIONAL","F",2,100,100,"sona",100,"no"
"w10034986_mew","RELATIONAL","F",2,100,100,"sona",100,"no"
"w975182_JSM","RELATIONAL","F",2,100,100,"sona",100,"no"
"w999716_lnk","RELATIONAL","F",2,100,0,"sona",100,"no"
"w10030701","RELATIONAL","B",2,20,0,"sona",20,"no"
"w10034986_mew","RELATIONAL","B",2,30,0,"sona",30,"no"
"w975182_JSM","RELATIONAL","B",2,70,100,"sona",70,"no"
"w999716_lnk","RELATIONAL","B",2,100,0,"sona",100,"no"
"w10030701","RELATIONAL","S",2,70,100,"sona",70,"no"
"w10034986_mew","RELATIONAL","S",2,85,100,"sona",80,"no"
"w975182_JSM","RELATIONAL","S",2,86,100,"sona",90,"no"
"w999716_lnk","RELATIONAL","S",2,100,0,"sona",100,"no"
"w10030701","RELATIONAL","U",2,0,0,"sona",0,"no"
"w10034986_mew","RELATIONAL","U",2,10,0,"sona",10,"no"
"w975182_JSM","RELATIONAL","U",2,1,0,"sona",0,"no"
"w999716_lnk","RELATIONAL","U",2,0,0,"sona",0,"no"
"w10030701","RELATIONAL","B",2,100,0,"sona",100,"no"
"w10034986_mew","RELATIONAL","B",2,100,100,"sona",100,"no"
"w975182_JSM","RELATIONAL","B",2,98,100,"sona",100,"no"
"w999716_lnk","RELATIONAL","B",2,100,0,"sona",100,"no"
"w10030701","RELATIONAL","S",2,100,100,"sona",100,"no"
"w10034986_mew","RELATIONAL","S",2,100,100,"sona",100,"no"
"w975182_JSM","RELATIONAL","S",2,97,100,"sona",100,"no"
"w999716_lnk","RELATIONAL","S",2,100,0,"sona",100,"no"
"w10030701","RELATIONAL","U",2,80,0,"sona",80,"no"
"w10034986_mew","RELATIONAL","U",2,20,0,"sona",20,"no"
"w975182_JSM","RELATIONAL","U",2,1,100,"sona",0,"no"
"w999716_lnk","RELATIONAL","U",2,20,0,"sona",20,"no"
"w10030701","RELATIONAL","S",2,80,0,"sona",80,"no"
"w10034986_mew","RELATIONAL","S",2,30,0,"sona",30,"no"
"w975182_JSM","RELATIONAL","S",2,21,0,"sona",20,"no"
"w999716_lnk","RELATIONAL","S",2,100,0,"sona",100,"no"
"w10030701","RELATIONAL","U",2,0,100,"sona",0,"no"
"w10034986_mew","RELATIONAL","U",2,10,0,"sona",10,"no"
"w975182_JSM","RELATIONAL","U",2,0,0,"sona",0,"no"
"w999716_lnk","RELATIONAL","U",2,0,0,"sona",0,"no"
"w10030701","RELATIONAL","B",2,80,100,"sona",80,"no"
"w10034986_mew","RELATIONAL","B",2,100,0,"sona",100,"no"
"w975182_JSM","RELATIONAL","B",2,68,0,"sona",70,"no"
"w999716_lnk","RELATIONAL","B",2,100,0,"sona",100,"no"
"w10030701","RELATIONAL","S",2,90,100,"sona",90,"no"
"w10034986_mew","RELATIONAL","S",2,90,0,"sona",90,"no"
"w975182_JSM","RELATIONAL","S",2,99,100,"sona",100,"no"
"w999716_lnk","RELATIONAL","S",2,100,100,"sona",100,"no"
"w10030701","RELATIONAL","S",2,80,0,"sona",80,"no"
"w10034986_mew","RELATIONAL","S",2,100,0,"sona",100,"no"
"w975182_JSM","RELATIONAL","S",2,98,100,"sona",100,"no"
"w999716_lnk","RELATIONAL","S",2,100,0,"sona",100,"no"
"w10030701","RELATIONAL","F",2,100,100,"sona",100,"no"
"w10034986_mew","RELATIONAL","F",2,100,100,"sona",100,"no"
"w975182_JSM","RELATIONAL","F",2,98,100,"sona",100,"no"
"w999716_lnk","RELATIONAL","F",2,50,0,"sona",50,"no"
"w10030701","RELATIONAL","U",2,40,100,"sona",40,"no"
"w10034986_mew","RELATIONAL","U",2,0,0,"sona",0,"no"
"w975182_JSM","RELATIONAL","U",2,2,0,"sona",0,"no"
"w999716_lnk","RELATIONAL","U",2,100,0,"sona",100,"no"
"w10030701","RELATIONAL","S",2,90,100,"sona",90,"no"
"w10034986_mew","RELATIONAL","S",2,70,100,"sona",70,"no"
"w975182_JSM","RELATIONAL","S",2,92,100,"sona",90,"no"
"w999716_lnk","RELATIONAL","S",2,50,0,"sona",50,"no"
"w10030701","RELATIONAL","F",2,90,100,"sona",90,"no"
"w10034986_mew","RELATIONAL","F",2,100,100,"sona",100,"no"
"w975182_JSM","RELATIONAL","F",2,98,100,"sona",100,"no"
"w999716_lnk","RELATIONAL","F",2,100,0,"sona",100,"no"
"w10030701","RELATIONAL","B",2,90,0,"sona",90,"no"
"w10034986_mew","RELATIONAL","B",2,100,0,"sona",100,"no"
"w975182_JSM","RELATIONAL","B",2,99,100,"sona",100,"no"
"w999716_lnk","RELATIONAL","B",2,100,100,"sona",100,"no"
"w10030701","RELATIONAL","S",2,80,100,"sona",80,"no"
"w10034986_mew","RELATIONAL","S",2,100,0,"sona",100,"no"
"w975182_JSM","RELATIONAL","S",2,98,0,"sona",100,"no"
"w999716_lnk","RELATIONAL","S",2,100,0,"sona",100,"no"
"w10030701","RELATIONAL","U",2,0,0,"sona",0,"no"
"w10034986_mew","RELATIONAL","U",2,0,0,"sona",0,"no"
"w975182_JSM","RELATIONAL","U",2,47,0,"sona",50,"no"
"w999716_lnk","RELATIONAL","U",2,0,0,"sona",0,"no"
"w10030701","RELATIONAL","F",2,90,100,"sona",90,"no"
"w10034986_mew","RELATIONAL","F",2,0,0,"sona",0,"no"
"w975182_JSM","RELATIONAL","F",2,97,100,"sona",100,"no"
"w999716_lnk","RELATIONAL","F",2,100,0,"sona",100,"no"
"w10030701","RELATIONAL","F",2,100,100,"sona",100,"no"
"w10034986_mew","RELATIONAL","F",2,40,100,"sona",40,"no"
"w975182_JSM","RELATIONAL","F",2,85,100,"sona",80,"no"
"w999716_lnk","RELATIONAL","F",2,90,0,"sona",90,"no"
"w10030701","RELATIONAL","B",2,70,100,"sona",70,"no"
"w10034986_mew","RELATIONAL","B",2,90,100,"sona",90,"no"
"w975182_JSM","RELATIONAL","B",2,78,100,"sona",80,"no"
"w999716_lnk","RELATIONAL","B",2,100,100,"sona",100,"no"
"w10030701","RELATIONAL","S",2,90,100,"sona",90,"no"
"w10034986_mew","RELATIONAL","S",2,100,0,"sona",100,"no"
"w975182_JSM","RELATIONAL","S",2,98,0,"sona",100,"no"
"w999716_lnk","RELATIONAL","S",2,100,0,"sona",100,"no"
"w10030701","RELATIONAL","B",2,90,0,"sona",90,"no"
"w10034986_mew","RELATIONAL","B",2,25,0,"sona",20,"no"
"w975182_JSM","RELATIONAL","B",2,88,0,"sona",90,"no"
"w999716_lnk","RELATIONAL","B",2,90,0,"sona",90,"no"
"w10030701","RELATIONAL","B",2,80,0,"sona",80,"no"
"w10034986_mew","RELATIONAL","B",2,45,0,"sona",40,"no"
"w975182_JSM","RELATIONAL","B",2,99,100,"sona",100,"no"
"w999716_lnk","RELATIONAL","B",2,100,100,"sona",100,"no"
"w10030701","RELATIONAL","U",2,20,0,"sona",20,"no"
"w10034986_mew","RELATIONAL","U",2,10,0,"sona",10,"no"
"w975182_JSM","RELATIONAL","U",2,21,0,"sona",20,"no"
"w999716_lnk","RELATIONAL","U",2,0,0,"sona",0,"no"
"w10030701","RELATIONAL","U",2,20,0,"sona",20,"no"
"w10034986_mew","RELATIONAL","U",2,0,0,"sona",0,"no"
"w975182_JSM","RELATIONAL","U",2,89,0,"sona",90,"no"
"w999716_lnk","RELATIONAL","U",2,10,0,"sona",10,"no"
"w10030701","RELATIONAL","U",2,0,0,"sona",0,"no"
"w10034986_mew","RELATIONAL","U",2,0,0,"sona",0,"no"
"w975182_JSM","RELATIONAL","U",2,1,0,"sona",0,"no"
"w999716_lnk","RELATIONAL","U",2,0,0,"sona",0,"no"
"w10030701","RELATIONAL","F",2,90,100,"sona",90,"no"
"w10034986_mew","RELATIONAL","F",2,30,100,"sona",30,"no"
"w975182_JSM","RELATIONAL","F",2,99,0,"sona",100,"no"
"w999716_lnk","RELATIONAL","F",2,100,0,"sona",100,"no"
"w10030701","RELATIONAL","B",2,50,0,"sona",50,"no"
"w10034986_mew","RELATIONAL","B",2,20,0,"sona",20,"no"
"w975182_JSM","RELATIONAL","B",2,23,0,"sona",20,"no"
"w999716_lnk","RELATIONAL","B",2,50,0,"sona",50,"no"
"w10030701","RELATIONAL","S",2,100,0,"sona",100,"no"
"w10034986_mew","RELATIONAL","S",2,100,0,"sona",100,"no"
"w975182_JSM","RELATIONAL","S",2,94,0,"sona",90,"no"
"w999716_lnk","RELATIONAL","S",2,100,100,"sona",100,"no"
"w10030701","RELATIONAL","F",2,100,100,"sona",100,"no"
"w10034986_mew","RELATIONAL","F",2,100,100,"sona",100,"no"
"w975182_JSM","RELATIONAL","F",2,99,100,"sona",100,"no"
"w999716_lnk","RELATIONAL","F",2,100,100,"sona",100,"no"
"w10030701","RELATIONAL","U",2,0,0,"sona",0,"no"
"w10034986_mew","RELATIONAL","U",2,15,0,"sona",20,"no"
"w975182_JSM","RELATIONAL","U",2,69,0,"sona",70,"no"
"w999716_lnk","RELATIONAL","U",2,0,0,"sona",0,"no"
"w10030701","RELATIONAL","F",2,100,100,"sona",100,"no"
"w10034986_mew","RELATIONAL","F",2,90,100,"sona",90,"no"
"w975182_JSM","RELATIONAL","F",2,100,100,"sona",100,"no"
"w999716_lnk","RELATIONAL","F",2,99,100,"sona",100,"no"
"w10030701","RELATIONAL","F",2,30,0,"sona",30,"no"
"w10034986_mew","RELATIONAL","F",2,10,0,"sona",10,"no"
"w975182_JSM","RELATIONAL","F",2,98,0,"sona",100,"no"
"w999716_lnk","RELATIONAL","F",2,100,0,"sona",100,"no"
"w10030701","RELATIONAL","S",2,90,100,"sona",90,"no"
"w10034986_mew","RELATIONAL","S",2,90,100,"sona",90,"no"
"w975182_JSM","RELATIONAL","S",2,47,100,"sona",50,"no"
"w999716_lnk","RELATIONAL","S",2,90,0,"sona",90,"no"
"w10030701","RELATIONAL","B",2,80,100,"sona",80,"no"
"w10034986_mew","RELATIONAL","B",2,70,100,"sona",70,"no"
"w975182_JSM","RELATIONAL","B",2,87,0,"sona",90,"no"
"w999716_lnk","RELATIONAL","B",2,100,0,"sona",100,"no"
"w10040893","RELATIONAL","U",2,43,0,"sona",40,"no"
"w10055323_mac","RELATIONAL","U",2,40,100,"sona",40,"no"
"w962535","RELATIONAL","U",2,0,100,"sona",0,"no"
"w10040893","RELATIONAL","U",2,50,0,"sona",50,"no"
"w10055323_mac","RELATIONAL","U",2,0,0,"sona",0,"no"
"w962535","RELATIONAL","U",2,0,100,"sona",0,"no"
"w10040893","RELATIONAL","S",2,96,0,"sona",100,"no"
"w10055323_mac","RELATIONAL","S",2,100,0,"sona",100,"no"
"w962535","RELATIONAL","S",2,80,100,"sona",80,"no"
"w10040893","RELATIONAL","S",2,97,100,"sona",100,"no"
"w10055323_mac","RELATIONAL","S",2,100,0,"sona",100,"no"
"w962535","RELATIONAL","S",2,100,100,"sona",100,"no"
"w10040893","RELATIONAL","F",2,99,100,"sona",100,"no"
"w10055323_mac","RELATIONAL","F",2,95,100,"sona",100,"no"
"w962535","RELATIONAL","F",2,90,100,"sona",90,"no"
"w10040893","RELATIONAL","F",2,100,100,"sona",100,"no"
"w10055323_mac","RELATIONAL","F",2,80,100,"sona",80,"no"
"w962535","RELATIONAL","F",2,100,100,"sona",100,"no"
"w10040893","RELATIONAL","B",2,97,100,"sona",100,"no"
"w10055323_mac","RELATIONAL","B",2,40,0,"sona",40,"no"
"w962535","RELATIONAL","B",2,90,0,"sona",90,"no"
"w10040893","RELATIONAL","S",2,98,0,"sona",100,"no"
"w10055323_mac","RELATIONAL","S",2,100,100,"sona",100,"no"
"w962535","RELATIONAL","S",2,90,0,"sona",90,"no"
"w10040893","RELATIONAL","S",2,99,100,"sona",100,"no"
"w10055323_mac","RELATIONAL","S",2,100,0,"sona",100,"no"
"w962535","RELATIONAL","S",2,100,100,"sona",100,"no"
"w10040893","RELATIONAL","U",2,54,0,"sona",50,"no"
"w10055323_mac","RELATIONAL","U",2,0,0,"sona",0,"no"
"w962535","RELATIONAL","U",2,0,100,"sona",0,"no"
"w10040893","RELATIONAL","B",2,99,100,"sona",100,"no"
"w10055323_mac","RELATIONAL","B",2,65,100,"sona",60,"no"
"w962535","RELATIONAL","B",2,100,0,"sona",100,"no"
"w10040893","RELATIONAL","F",2,98,100,"sona",100,"no"
"w10055323_mac","RELATIONAL","F",2,64,100,"sona",60,"no"
"w962535","RELATIONAL","F",2,100,100,"sona",100,"no"
"w10040893","RELATIONAL","U",2,43,0,"sona",40,"no"
"w10055323_mac","RELATIONAL","U",2,0,100,"sona",0,"no"
"w962535","RELATIONAL","U",2,0,100,"sona",0,"no"
"w10040893","RELATIONAL","U",2,87,0,"sona",90,"no"
"w10055323_mac","RELATIONAL","U",2,21,0,"sona",20,"no"
"w962535","RELATIONAL","U",2,0,0,"sona",0,"no"
"w10040893","RELATIONAL","U",2,88,100,"sona",90,"no"
"w10055323_mac","RELATIONAL","U",2,5,100,"sona",0,"no"
"w962535","RELATIONAL","U",2,0,0,"sona",0,"no"
"w10040893","RELATIONAL","B",2,98,100,"sona",100,"no"
"w10055323_mac","RELATIONAL","B",2,100,0,"sona",100,"no"
"w962535","RELATIONAL","B",2,100,100,"sona",100,"no"
"w10040893","RELATIONAL","F",2,94,100,"sona",90,"no"
"w10055323_mac","RELATIONAL","F",2,25,100,"sona",20,"no"
"w962535","RELATIONAL","F",2,20,100,"sona",20,"no"
"w10040893","RELATIONAL","S",2,96,100,"sona",100,"no"
"w10055323_mac","RELATIONAL","S",2,50,100,"sona",50,"no"
"w962535","RELATIONAL","S",2,90,100,"sona",90,"no"
"w10040893","RELATIONAL","S",2,99,100,"sona",100,"no"
"w10055323_mac","RELATIONAL","S",2,100,100,"sona",100,"no"
"w962535","RELATIONAL","S",2,100,100,"sona",100,"no"
"w10040893","RELATIONAL","F",2,98,100,"sona",100,"no"
"w10055323_mac","RELATIONAL","F",2,100,100,"sona",100,"no"
"w962535","RELATIONAL","F",2,70,100,"sona",70,"no"
"w10040893","RELATIONAL","F",2,97,100,"sona",100,"no"
"w10055323_mac","RELATIONAL","F",2,65,100,"sona",60,"no"
"w962535","RELATIONAL","F",2,60,100,"sona",60,"no"
"w10040893","RELATIONAL","B",2,98,100,"sona",100,"no"
"w10055323_mac","RELATIONAL","B",2,100,0,"sona",100,"no"
"w962535","RELATIONAL","B",2,100,100,"sona",100,"no"
"w10040893","RELATIONAL","U",2,67,0,"sona",70,"no"
"w10055323_mac","RELATIONAL","U",2,0,0,"sona",0,"no"
"w962535","RELATIONAL","U",2,0,0,"sona",0,"no"
"w10040893","RELATIONAL","B",2,97,100,"sona",100,"no"
"w10055323_mac","RELATIONAL","B",2,20,0,"sona",20,"no"
"w962535","RELATIONAL","B",2,100,100,"sona",100,"no"
"w10040893","RELATIONAL","B",2,97,100,"sona",100,"no"
"w10055323_mac","RELATIONAL","B",2,75,100,"sona",80,"no"
"w962535","RELATIONAL","B",2,100,100,"sona",100,"no"
"w10040893","RELATIONAL","S",2,98,100,"sona",100,"no"
"w10055323_mac","RELATIONAL","S",2,20,0,"sona",20,"no"
"w962535","RELATIONAL","S",2,40,100,"sona",40,"no"
"w10040893","RELATIONAL","S",2,84,100,"sona",80,"no"
"w10055323_mac","RELATIONAL","S",2,50,0,"sona",50,"no"
"w962535","RELATIONAL","S",2,80,100,"sona",80,"no"
"w10040893","RELATIONAL","F",2,96,100,"sona",100,"no"
"w10055323_mac","RELATIONAL","F",2,50,100,"sona",50,"no"
"w962535","RELATIONAL","F",2,60,100,"sona",60,"no"
"w10040893","RELATIONAL","B",2,98,100,"sona",100,"no"
"w10055323_mac","RELATIONAL","B",2,100,100,"sona",100,"no"
"w962535","RELATIONAL","B",2,100,0,"sona",100,"no"
"w10040893","RELATIONAL","F",2,99,100,"sona",100,"no"
"w10055323_mac","RELATIONAL","F",2,100,100,"sona",100,"no"
"w962535","RELATIONAL","F",2,100,100,"sona",100,"no"
