Cue,Answer,Shuffle,Stimuli Notes,Value
FROZEN,ICE,Buffer3,Buffer,94
ADVENTURE,CAMP,Buffer3,Buffer,95
LONG,EXTENSION,ON2,F,96
GAME,CLUE,ON2,F,97
PLANT,CACTUS,ON2,F,98
TIE,SHOELACE,ON2,F,99
MYSTERY,DETECTIVE,ON2,F,100
END,ADJOURN,ON2,F,101
DOG,FURRY,ON2,F,102
TRASH,LITTER,ON2,F,103
RED,CHERRY,ON2,F,104
HEAD,SCALP,ON2,F,105
CAR,DRIVER,ON2,F,106
CUT,CHOP,ON2,F,107
DONKEY,MULE,ON2,F,108
PAPER,DOCUMENT,ON2,F,109
SMELL,INCENSE,ON2,F,110
EAT,DINE,ON2,F,111
SCISSORS,SHEARS,ON2,F,112
FIGHT,FEUD,ON2,F,113
COLD,CHILL,ON2,F,114
LOVE,AFFECTION,ON2,F,115
FLIP,TURN,ON2,B,116
WINDSHIELD,CAR,ON2,B,117
VILLAIN,BAD,ON2,B,118
PENGUIN,BIRD,ON2,B,119
ACTRESS,STAR,ON2,B,120
THIMBLE,THREAD,ON2,B,121
REVENGE,EVEN,ON2,B,122
BALLOON,POP,ON2,B,123
STRAWBERRY,FRUIT,ON2,B,124
FAVORITE,BEST,ON2,B,125
PANTHER,CAT,ON2,B,126
BREAKABLE,GLASS,ON2,B,127
COFFIN,DEAD,ON2,B,128
AIRCRAFT,PLANE,ON2,B,129
SARDINE,FISH,ON2,B,130
LEAGUE,BASEBALL,ON2,B,131
BANKER,MONEY,ON2,B,132
TRUTHFUL,HONEST,ON2,B,133
NAP,SLEEP,ON2,B,134
BRAWL,FIGHT,ON2,B,135
SHAVE,RAZOR,ON2,S,136
EQUAL,RIGHTS,ON2,S,137
JAR,MASON,ON2,S,138
WAX,CANDLE,ON2,S,139
BRACELET,WRIST,ON2,S,140
CARBON,ELEMENT,ON2,S,141
AWAY,GONE,ON2,S,142
DRINK,WATER,ON2,S,143
GROUND,EARTH,ON2,S,144
LONELY,ALONE,ON2,S,145
WET,DRY,ON2,S,146
SEATBELT,SAFETY,ON2,S,147
LIE,TRUTH,ON2,S,148
COMMUNICATION,PHONE,ON2,S,149
REEL,ROD,ON2,S,150
TICK,FLEA,ON2,S,151
NOISE,LOUD,ON2,S,152
HAVE,OWN,ON2,S,153
TEMPER,TANTRUM,ON2,S,154
TAN,SUN,ON2,S,155
MAROON                   ,JUSTICE                  ,ON2,U,156
CLOTH,STRETCH,ON2,U,157
STEAK,GIVE,ON2,U,158
ELECTION,MAZE,ON2,U,159
CHARM,VEHICLE,ON2,U,160
OBTAIN,MEAT,ON2,U,161
ABLE,CRACKLE,ON2,U,162
SHAKE,Shell,ON2,U,163
FICTION,LISTEN,ON2,U,164
JOKE,KEYS,ON2,U,165
CLOTHES,CAKE,ON2,U,166
HATE                     ,NAME                     ,ON2,U,167
BANG,FUZZY,ON2,U,168
CLEAR                    ,MOAT                     ,ON2,U,169
TOIL                     ,LEASE                    ,ON2,U,170
SIGN                     ,LOAN                     ,ON2,U,171
OUNCE                    ,BOTH                     ,ON2,U,172
Morning,TEMPERATURE,ON2,U,173
CHILDREN,MIRROR,ON2,U,174
SCAR                     ,MAIN                     ,ON2,U,175
WEAKS,DAYS,Buffer3,Buffer,176
YEAR,MONTH,Buffer3,Buffer,177
SHED,TOOL,Buffer3,Buffer,178
MARCH,SPRING,Buffer3,Buffer,179
SPOOKY,OCTOBER,Buffer3,Buffer,180
AARDVARK,ZOO,PRACTICE,PRACTICE,181
DEAF,MUTE,PRACTICE,PRACTICE,182
HAM,BONE,PRACTICE,PRACTICE,183
PADDLE,ROW,PRACTICE,PRACTICE,184
HINGE,SWING,PRACTICE,PRACTICE,185
DISBELIEVE,SKEPTIC,PRACTICE,PRACTICE,186
CHOCOLATE,BAR,PRACTICE,PRACTICE,187
CHIME,MUSIC,PRACTICE,PRACTICE,188
BEHAVIOR,SOCIAL,PRACTICE,PRACTICE,189
FASHION,MODEL,PRACTICE,PRACTICE,190
images/Sample.jpg,"Forward pairs (CREDIT-CARD) are remembered better than Backward pairs (CARD-CREDIT) and Symmetrical pairs (KING-QUEEN), even people rate their ability to remember them the same way. Please keep this in mind as you make your ratings!",,,
