"Username","Trial","Condition.Number","Condition.Description","Condition.Notes","Stimuli.Cue","Stimuli.Answer","Stimuli.Shuffle","Direction","Procedure.Shuffle","JOL","Procedure.Trial.Type","Procedure.Shuffle.1","Recall.Response","Recall_Score"
"w966692CS",51,22,"RELATIONAL","NEW","BAD","VILLAIN","ON2","B","Study Phase",100,"Test","Recall1","villian",100
"w986836_GI",48,22,"RELATIONAL","NEW","BAD","VILLAIN","ON2","B","Study Phase",94,"Test","Recall1","Villian",100
"w960112",81,22,"RELATIONAL","NEW","BASEBALL","LEAGUE","ON2","B","Study Phase",97,"Test","Recall1","league",100
"w966692CS",32,22,"RELATIONAL","NEW","BASEBALL","LEAGUE","ON2","B","Study Phase",75,"Test","Recall1","league",100
"w986836_GI",51,22,"RELATIONAL","NEW","BASEBALL","LEAGUE","ON2","B","Study Phase",100,"Test","Recall1","League",100
"w960112",44,22,"RELATIONAL","NEW","BEST","FAVORITE","ON2","B","Study Phase",67,"Test","Recall1","FAVORITE",100
"w966692CS",98,22,"RELATIONAL","NEW","BEST","FAVORITE","ON2","B","Study Phase",60,"Test","Recall1","",0
"w986836_GI",88,22,"RELATIONAL","NEW","BEST","FAVORITE","ON2","B","Study Phase",29,"Test","Recall1","Won",0
"w960112",83,22,"RELATIONAL","NEW","BIRD","PENGUIN","ON2","B","Study Phase",26,"Test","Recall1","PENGUIN",100
"w966692CS",79,22,"RELATIONAL","NEW","BIRD","PENGUIN","ON2","B","Study Phase",0,"Test","Recall1","",0
"w986836_GI",79,22,"RELATIONAL","NEW","BIRD","PENGUIN","ON2","B","Study Phase",86,"Test","Recall1","Watch",0
"w960112",70,22,"RELATIONAL","NEW","BOTH","OUNCE","ON2","U","Study Phase",34,"Test","Recall1","",0
"w966692CS",52,22,"RELATIONAL","NEW","BOTH","OUNCE","ON2","U","Study Phase",0,"Test","Recall1","",0
"w986836_GI",92,22,"RELATIONAL","NEW","BOTH","OUNCE","ON2","U","Study Phase",9,"Test","Recall1","Gone",0
"w960112",43,22,"RELATIONAL","NEW","CACTUS","PLANT","ON2","F","Study Phase",39,"Test","Recall1","PLANT",100
"w966692CS",38,22,"RELATIONAL","NEW","CACTUS","PLANT","ON2","F","Study Phase",100,"Test","Recall1","plant",100
"w986836_GI",36,22,"RELATIONAL","NEW","CACTUS","PLANT","ON2","F","Study Phase",90,"Test","Recall1","Plant",100
"w960112",56,22,"RELATIONAL","NEW","CAKE","CLOTHES","ON2","U","Study Phase",10,"Test","Recall1","",0
"w966692CS",25,22,"RELATIONAL","NEW","CAKE","CLOTHES","ON2","U","Study Phase",0,"Test","Recall1","",0
"w986836_GI",32,22,"RELATIONAL","NEW","CAKE","CLOTHES","ON2","U","Study Phase",88,"Test","Recall1","delicious ",0
"w960112",29,22,"RELATIONAL","NEW","CANDLE","WAX","ON2","S","Study Phase",43,"Test","Recall1","SMELL",0
"w966692CS",78,22,"RELATIONAL","NEW","CANDLE","WAX","ON2","S","Study Phase",90,"Test","Recall1","wax",100
"w986836_GI",50,22,"RELATIONAL","NEW","CANDLE","WAX","ON2","S","Study Phase",74,"Test","Recall1","wax",100
"w960112",52,22,"RELATIONAL","NEW","CAR","WINDSHIELD","ON2","B","Study Phase",90,"Test","Recall1","DRIVER",0
"w966692CS",61,22,"RELATIONAL","NEW","CAR","WINDSHIELD","ON2","B","Study Phase",50,"Test","Recall1","windshield",100
"w986836_GI",38,22,"RELATIONAL","NEW","CAR","WINDSHIELD","ON2","B","Study Phase",100,"Test","Recall1","Windshield",100
"w960112",60,22,"RELATIONAL","NEW","CAT","PANTHER","ON2","B","Study Phase",76,"Test","Recall1","PET",0
"w966692CS",93,22,"RELATIONAL","NEW","CAT","PANTHER","ON2","B","Study Phase",60,"Test","Recall1","cheetah",100
"w986836_GI",91,22,"RELATIONAL","NEW","CAT","PANTHER","ON2","B","Study Phase",68,"Test","Recall1","panther",100
"w960112",55,22,"RELATIONAL","NEW","CHERRY","RED","ON2","F","Study Phase",63,"Test","Recall1","red",100
"w966692CS",34,22,"RELATIONAL","NEW","CHERRY","RED","ON2","F","Study Phase",95,"Test","Recall1","red",100
"w986836_GI",35,22,"RELATIONAL","NEW","CHERRY","RED","ON2","F","Study Phase",100,"Test","Recall1","Red",100
"w960112",48,22,"RELATIONAL","NEW","CHILL","COLD","ON2","F","Study Phase",85,"Test","Recall1","COLD",100
"w966692CS",60,22,"RELATIONAL","NEW","CHILL","COLD","ON2","F","Study Phase",100,"Test","Recall1","cold",100
"w986836_GI",98,22,"RELATIONAL","NEW","CHILL","COLD","ON2","F","Study Phase",88,"Test","Recall1","Cold",100
"w960112",103,22,"RELATIONAL","NEW","CHOP","CUT","ON2","F","Study Phase",45,"Test","Recall1","STEAK",0
"w966692CS",28,22,"RELATIONAL","NEW","CHOP","CUT","ON2","F","Study Phase",100,"Test","Recall1","cut",100
"w986836_GI",90,22,"RELATIONAL","NEW","CHOP","CUT","ON2","F","Study Phase",82,"Test","Recall1","cut",100
"w960112",90,22,"RELATIONAL","NEW","CLUE","GAME","ON2","F","Study Phase",100,"Test","Recall1","GAME",100
"w966692CS",99,22,"RELATIONAL","NEW","CLUE","GAME","ON2","F","Study Phase",70,"Test","Recall1","mystery",0
"w986836_GI",27,22,"RELATIONAL","NEW","CLUE","GAME","ON2","F","Study Phase",97,"Test","Recall1","Game",100
"w960112",49,22,"RELATIONAL","NEW","CRACKLE","ABLE","ON2","U","Study Phase",3,"Test","Recall1","POP",0
"w966692CS",31,22,"RELATIONAL","NEW","CRACKLE","ABLE","ON2","U","Study Phase",0,"Test","Recall1","",0
"w986836_GI",30,22,"RELATIONAL","NEW","CRACKLE","ABLE","ON2","U","Study Phase",76,"Test","Recall1","pop",0
"w960112",71,22,"RELATIONAL","NEW","DEAD","COFFIN","ON2","B","Study Phase",96,"Test","Recall1","coffin",100
"w966692CS",62,22,"RELATIONAL","NEW","DEAD","COFFIN","ON2","B","Study Phase",90,"Test","Recall1","coffin",100
"w986836_GI",45,22,"RELATIONAL","NEW","DEAD","COFFIN","ON2","B","Study Phase",100,"Test","Recall1","Coffin",100
"w960112",97,22,"RELATIONAL","NEW","DETECTIVE","MYSTERY","ON2","F","Study Phase",87,"Test","Recall1","MYSTERY",100
"w966692CS",39,22,"RELATIONAL","NEW","DETECTIVE","MYSTERY","ON2","F","Study Phase",70,"Test","Recall1","mystery",100
"w986836_GI",97,22,"RELATIONAL","NEW","DETECTIVE","MYSTERY","ON2","F","Study Phase",78,"Test","Recall1","Mystery",100
"w960112",39,22,"RELATIONAL","NEW","DINE","EAT","ON2","F","Study Phase",93,"Test","Recall1","Eat",100
"w966692CS",53,22,"RELATIONAL","NEW","DINE","EAT","ON2","F","Study Phase",80,"Test","Recall1","eat",100
"w986836_GI",61,22,"RELATIONAL","NEW","DINE","EAT","ON2","F","Study Phase",84,"Test","Recall1","eat",100
"w960112",40,22,"RELATIONAL","NEW","DOCUMENT","PAPER","ON2","F","Study Phase",82,"Test","Recall1","PAPER",100
"w966692CS",81,22,"RELATIONAL","NEW","DOCUMENT","PAPER","ON2","F","Study Phase",70,"Test","Recall1","file",0
"w986836_GI",89,22,"RELATIONAL","NEW","DOCUMENT","PAPER","ON2","F","Study Phase",75,"Test","Recall1","Paper",100
"w960112",69,22,"RELATIONAL","NEW","DRIVER","CAR","ON2","F","Study Phase",100,"Test","Recall1","CAR",100
"w966692CS",84,22,"RELATIONAL","NEW","DRIVER","CAR","ON2","F","Study Phase",100,"Test","Recall1","car",100
"w986836_GI",64,22,"RELATIONAL","NEW","DRIVER","CAR","ON2","F","Study Phase",100,"Test","Recall1","Car",100
"w960112",58,22,"RELATIONAL","NEW","DRY","WET","ON2","S","Study Phase",92,"Test","Recall1","WET",100
"w966692CS",82,22,"RELATIONAL","NEW","DRY","WET","ON2","S","Study Phase",100,"Test","Recall1","",0
"w986836_GI",93,22,"RELATIONAL","NEW","DRY","WET","ON2","S","Study Phase",100,"Test","Recall1","wet",100
"w960112",102,22,"RELATIONAL","NEW","EARTH","GROUND","ON2","S","Study Phase",76,"Test","Recall1","Ground",100
"w966692CS",104,22,"RELATIONAL","NEW","EARTH","GROUND","ON2","S","Study Phase",50,"Test","Recall1","tone",0
"w986836_GI",67,22,"RELATIONAL","NEW","EARTH","GROUND","ON2","S","Study Phase",91,"Test","Recall1","Ground",100
"w960112",76,22,"RELATIONAL","NEW","ELEMENT","CARBON","ON2","S","Study Phase",46,"Test","Recall1","CARBON",100
"w966692CS",41,22,"RELATIONAL","NEW","ELEMENT","CARBON","ON2","S","Study Phase",90,"Test","Recall1","carbon",100
"w986836_GI",85,22,"RELATIONAL","NEW","ELEMENT","CARBON","ON2","S","Study Phase",77,"Test","Recall1","Carbon",100
"w960112",53,22,"RELATIONAL","NEW","EVEN","REVENGE","ON2","B","Study Phase",65,"Test","Recall1","",0
"w966692CS",69,22,"RELATIONAL","NEW","EVEN","REVENGE","ON2","B","Study Phase",100,"Test","Recall1","",0
"w986836_GI",58,22,"RELATIONAL","NEW","EVEN","REVENGE","ON2","B","Study Phase",23,"Test","Recall1","Odd",0
"w960112",95,22,"RELATIONAL","NEW","EXTENSION","LONG","ON2","F","Study Phase",85,"Test","Recall1","CORD",0
"w966692CS",75,22,"RELATIONAL","NEW","EXTENSION","LONG","ON2","F","Study Phase",100,"Test","Recall1","long",100
"w986836_GI",84,22,"RELATIONAL","NEW","EXTENSION","LONG","ON2","F","Study Phase",67,"Test","Recall1","Long",100
"w960112",67,22,"RELATIONAL","NEW","FEUD","FIGHT","ON2","F","Study Phase",96,"Test","Recall1","FIGHT",100
"w966692CS",63,22,"RELATIONAL","NEW","FEUD","FIGHT","ON2","F","Study Phase",40,"Test","Recall1","mad",0
"w986836_GI",24,22,"RELATIONAL","NEW","FEUD","FIGHT","ON2","F","Study Phase",78,"Test","Recall1","Fight",100
"w960112",88,22,"RELATIONAL","NEW","FIGHT","BRAWL","ON2","B","Study Phase",96,"Test","Recall1","BRAWL",100
"w966692CS",88,22,"RELATIONAL","NEW","FIGHT","BRAWL","ON2","B","Study Phase",80,"Test","Recall1","brawl",100
"w986836_GI",34,22,"RELATIONAL","NEW","FIGHT","BRAWL","ON2","B","Study Phase",67,"Test","Recall1","Club",0
"w960112",61,22,"RELATIONAL","NEW","FISH","SARDINE","ON2","B","Study Phase",45,"Test","Recall1","SHRIMP",0
"w966692CS",48,22,"RELATIONAL","NEW","FISH","SARDINE","ON2","B","Study Phase",90,"Test","Recall1","sardine",100
"w986836_GI",99,22,"RELATIONAL","NEW","FISH","SARDINE","ON2","B","Study Phase",66,"Test","Recall1","Shrimp",0
"w960112",63,22,"RELATIONAL","NEW","FLEA","TICK","ON2","S","Study Phase",77,"Test","Recall1","TICK",100
"w966692CS",56,22,"RELATIONAL","NEW","FLEA","TICK","ON2","S","Study Phase",90,"Test","Recall1","tick",100
"w986836_GI",44,22,"RELATIONAL","NEW","FLEA","TICK","ON2","S","Study Phase",100,"Test","Recall1","Collar",0
"w960112",31,22,"RELATIONAL","NEW","FRUIT","STRAWBERRY","ON2","B","Study Phase",70,"Test","Recall1","STRAWBERRY",100
"w966692CS",58,22,"RELATIONAL","NEW","FRUIT","STRAWBERRY","ON2","B","Study Phase",100,"Test","Recall1","sttrawberry",100
"w986836_GI",55,22,"RELATIONAL","NEW","FRUIT","STRAWBERRY","ON2","B","Study Phase",87,"Test","Recall1","Strawberry",100
"w960112",98,22,"RELATIONAL","NEW","FURRY","DOG","ON2","F","Study Phase",31,"Test","Recall1","",0
"w966692CS",36,22,"RELATIONAL","NEW","FURRY","DOG","ON2","F","Study Phase",90,"Test","Recall1","dog",100
"w986836_GI",95,22,"RELATIONAL","NEW","FURRY","DOG","ON2","F","Study Phase",76,"Test","Recall1","dog",100
"w960112",68,22,"RELATIONAL","NEW","FUZZY","BANG","ON2","U","Study Phase",85,"Test","Recall1","",0
"w966692CS",43,22,"RELATIONAL","NEW","FUZZY","BANG","ON2","U","Study Phase",20,"Test","Recall1","dog",0
"w986836_GI",75,22,"RELATIONAL","NEW","FUZZY","BANG","ON2","U","Study Phase",25,"Test","Recall1","Dice",0
"w960112",38,22,"RELATIONAL","NEW","GIVE","STEAK","ON2","U","Study Phase",24,"Test","Recall1","REWARD",0
"w966692CS",55,22,"RELATIONAL","NEW","GIVE","STEAK","ON2","U","Study Phase",0,"Test","Recall1","",0
"w986836_GI",82,22,"RELATIONAL","NEW","GIVE","STEAK","ON2","U","Study Phase",43,"Test","Recall1","Steak",100
"w960112",74,22,"RELATIONAL","NEW","GLASS","BREAKABLE","ON2","B","Study Phase",87,"Test","Recall1","UNBREAKABLE",0
"w966692CS",97,22,"RELATIONAL","NEW","GLASS","BREAKABLE","ON2","B","Study Phase",80,"Test","Recall1","shatter",0
"w986836_GI",33,22,"RELATIONAL","NEW","GLASS","BREAKABLE","ON2","B","Study Phase",94,"Test","Recall1","Shatter",0
"w960112",27,22,"RELATIONAL","NEW","GONE","AWAY","ON2","S","Study Phase",85,"Test","Recall1","AWAY",100
"w966692CS",40,22,"RELATIONAL","NEW","GONE","AWAY","ON2","S","Study Phase",80,"Test","Recall1","away",100
"w986836_GI",102,22,"RELATIONAL","NEW","GONE","AWAY","ON2","S","Study Phase",50,"Test","Recall1","Ahead",0
"w960112",85,22,"RELATIONAL","NEW","HONEST","TRUTHFUL","ON2","B","Study Phase",86,"Test","Recall1","LIE",0
"w966692CS",54,22,"RELATIONAL","NEW","HONEST","TRUTHFUL","ON2","B","Study Phase",100,"Test","Recall1","truthful",100
"w986836_GI",52,22,"RELATIONAL","NEW","HONEST","TRUTHFUL","ON2","B","Study Phase",56,"Test","Recall1","Truthful",100
"w960112",26,22,"RELATIONAL","NEW","INCENSE","SMELL","ON2","F","Study Phase",67,"Test","Recall1","SMELL",100
"w966692CS",102,22,"RELATIONAL","NEW","INCENSE","SMELL","ON2","F","Study Phase",0,"Test","Recall1","",0
"w986836_GI",62,22,"RELATIONAL","NEW","INCENSE","SMELL","ON2","F","Study Phase",88,"Test","Recall1","Smell",100
"w960112",101,22,"RELATIONAL","NEW","JUSTICE","MAROON","ON2","U","Study Phase",57,"Test","Recall1","EQUALITY",0
"w966692CS",90,22,"RELATIONAL","NEW","JUSTICE","MAROON","ON2","U","Study Phase",0,"Test","Recall1","",0
"w986836_GI",101,22,"RELATIONAL","NEW","JUSTICE","MAROON","ON2","U","Study Phase",2,"Test","Recall1","League",0
"w960112",32,22,"RELATIONAL","NEW","KEYS","JOKE","ON2","U","Study Phase",5,"Test","Recall1","COOKIES",0
"w966692CS",49,22,"RELATIONAL","NEW","KEYS","JOKE","ON2","U","Study Phase",0,"Test","Recall1","0",0
"w986836_GI",25,22,"RELATIONAL","NEW","KEYS","JOKE","ON2","U","Study Phase",67,"Test","Recall1","unlock",0
"w960112",91,22,"RELATIONAL","NEW","LEASE","TOIL","ON2","U","Study Phase",27,"Test","Recall1","TOIL",100
"w966692CS",103,22,"RELATIONAL","NEW","LEASE","TOIL","ON2","U","Study Phase",0,"Test","Recall1","",0
"w986836_GI",103,22,"RELATIONAL","NEW","LEASE","TOIL","ON2","U","Study Phase",43,"Test","Recall1","Loan",0
"w960112",93,22,"RELATIONAL","NEW","LISTEN","FICTION","ON2","U","Study Phase",55,"Test","Recall1","",0
"w966692CS",71,22,"RELATIONAL","NEW","LISTEN","FICTION","ON2","U","Study Phase",10,"Test","Recall1","heard",0
"w986836_GI",77,22,"RELATIONAL","NEW","LISTEN","FICTION","ON2","U","Study Phase",55,"Test","Recall1","closely",0
"w960112",66,22,"RELATIONAL","NEW","LITTER","TRASH","ON2","F","Study Phase",96,"Test","Recall1","CAT",0
"w966692CS",86,22,"RELATIONAL","NEW","LITTER","TRASH","ON2","F","Study Phase",90,"Test","Recall1","",0
"w986836_GI",40,22,"RELATIONAL","NEW","LITTER","TRASH","ON2","F","Study Phase",89,"Test","Recall1","Bug",0
"w960112",64,22,"RELATIONAL","NEW","LOAN","SIGN","ON2","U","Study Phase",57,"Test","Recall1","SIGN",100
"w966692CS",42,22,"RELATIONAL","NEW","LOAN","SIGN","ON2","U","Study Phase",0,"Test","Recall1","",0
"w986836_GI",60,22,"RELATIONAL","NEW","LOAN","SIGN","ON2","U","Study Phase",87,"Test","Recall1","sign",100
"w960112",86,22,"RELATIONAL","NEW","LOUD","NOISE","ON2","S","Study Phase",91,"Test","Recall1","NOISE",100
"w966692CS",64,22,"RELATIONAL","NEW","LOUD","NOISE","ON2","S","Study Phase",90,"Test","Recall1","sound",0
"w986836_GI",76,22,"RELATIONAL","NEW","LOUD","NOISE","ON2","S","Study Phase",100,"Test","Recall1","noise",100
"w960112",82,22,"RELATIONAL","NEW","MAIN","SCAR","ON2","U","Study Phase",34,"Test","Recall1","",0
"w966692CS",35,22,"RELATIONAL","NEW","MAIN","SCAR","ON2","U","Study Phase",40,"Test","Recall1","scar",100
"w986836_GI",57,22,"RELATIONAL","NEW","MAIN","SCAR","ON2","U","Study Phase",43,"Test","Recall1","Course",0
"w960112",79,22,"RELATIONAL","NEW","MASON","JAR","ON2","S","Study Phase",100,"Test","Recall1","JAR",100
"w966692CS",72,22,"RELATIONAL","NEW","MASON","JAR","ON2","S","Study Phase",100,"Test","Recall1","jar",100
"w986836_GI",68,22,"RELATIONAL","NEW","MASON","JAR","ON2","S","Study Phase",100,"Test","Recall1","Jar",100
"w960112",33,22,"RELATIONAL","NEW","MAZE","ELECTION","ON2","U","Study Phase",5,"Test","Recall1","ELECTION",100
"w966692CS",83,22,"RELATIONAL","NEW","MAZE","ELECTION","ON2","U","Study Phase",0,"Test","Recall1","",0
"w986836_GI",94,22,"RELATIONAL","NEW","MAZE","ELECTION","ON2","U","Study Phase",5,"Test","Recall1","hard",0
"w960112",99,22,"RELATIONAL","NEW","MEAT","OBTAIN","ON2","U","Study Phase",20,"Test","Recall1","",0
"w966692CS",66,22,"RELATIONAL","NEW","MEAT","OBTAIN","ON2","U","Study Phase",0,"Test","Recall1","",0
"w986836_GI",100,22,"RELATIONAL","NEW","MEAT","OBTAIN","ON2","U","Study Phase",0,"Test","Recall1","Hamburgers",0
"w960112",100,22,"RELATIONAL","NEW","MIRROR","CHILDREN","ON2","U","Study Phase",89,"Test","Recall1","CHILDREN",100
"w966692CS",33,22,"RELATIONAL","NEW","MIRROR","CHILDREN","ON2","U","Study Phase",70,"Test","Recall1","kid",0
"w986836_GI",65,22,"RELATIONAL","NEW","MIRROR","CHILDREN","ON2","U","Study Phase",38,"Test","Recall1","children",100
"w960112",30,22,"RELATIONAL","NEW","MOAT","CLEAR","ON2","U","Study Phase",10,"Test","Recall1","LAKE",0
"w966692CS",46,22,"RELATIONAL","NEW","MOAT","CLEAR","ON2","U","Study Phase",0,"Test","Recall1","",0
"w986836_GI",86,22,"RELATIONAL","NEW","MOAT","CLEAR","ON2","U","Study Phase",10,"Test","Recall1","Boat",0
"w960112",50,22,"RELATIONAL","NEW","MONEY","BANKER","ON2","B","Study Phase",74,"Test","Recall1","Banker",100
"w966692CS",89,22,"RELATIONAL","NEW","MONEY","BANKER","ON2","B","Study Phase",70,"Test","Recall1","",0
"w986836_GI",63,22,"RELATIONAL","NEW","MONEY","BANKER","ON2","B","Study Phase",90,"Test","Recall1","Banker",100
"w960112",46,22,"RELATIONAL","NEW","MULE","DONKEY","ON2","F","Study Phase",40,"Test","Recall1","DONKEY",100
"w966692CS",65,22,"RELATIONAL","NEW","MULE","DONKEY","ON2","F","Study Phase",30,"Test","Recall1","donkey",100
"w986836_GI",37,22,"RELATIONAL","NEW","MULE","DONKEY","ON2","F","Study Phase",69,"Test","Recall1","Donkey",100
"w960112",72,22,"RELATIONAL","NEW","NAME","HATE","ON2","U","Study Phase",46,"Test","Recall1","TAG",0
"w966692CS",73,22,"RELATIONAL","NEW","NAME","HATE","ON2","U","Study Phase",0,"Test","Recall1","",0
"w986836_GI",54,22,"RELATIONAL","NEW","NAME","HATE","ON2","U","Study Phase",67,"Test","Recall1","TAg",0
"w960112",77,22,"RELATIONAL","NEW","OWN","HAVE","ON2","S","Study Phase",80,"Test","Recall1","HAVE",100
"w966692CS",94,22,"RELATIONAL","NEW","OWN","HAVE","ON2","S","Study Phase",90,"Test","Recall1","mine",0
"w986836_GI",26,22,"RELATIONAL","NEW","OWN","HAVE","ON2","S","Study Phase",93,"Test","Recall1","Have",100
"w960112",84,22,"RELATIONAL","NEW","PHONE","COMMUNICATION","ON2","S","Study Phase",96,"Test","Recall1","COMMUNICATION",100
"w966692CS",67,22,"RELATIONAL","NEW","PHONE","COMMUNICATION","ON2","S","Study Phase",90,"Test","Recall1","",0
"w986836_GI",72,22,"RELATIONAL","NEW","PHONE","COMMUNICATION","ON2","S","Study Phase",81,"Test","Recall1","Call",0
"w960112",45,22,"RELATIONAL","NEW","PLANE","AIRCRAFT","ON2","B","Study Phase",57,"Test","Recall1","AIRCRAFT",100
"w966692CS",70,22,"RELATIONAL","NEW","PLANE","AIRCRAFT","ON2","B","Study Phase",20,"Test","Recall1","aircraft",100
"w986836_GI",66,22,"RELATIONAL","NEW","PLANE","AIRCRAFT","ON2","B","Study Phase",82,"Test","Recall1","Aircraft",100
"w960112",75,22,"RELATIONAL","NEW","POP","BALLOON","ON2","B","Study Phase",79,"Test","Recall1","",0
"w966692CS",87,22,"RELATIONAL","NEW","POP","BALLOON","ON2","B","Study Phase",100,"Test","Recall1","corn",0
"w986836_GI",81,22,"RELATIONAL","NEW","POP","BALLOON","ON2","B","Study Phase",80,"Test","Recall1","Balloon",100
"w960112",78,22,"RELATIONAL","NEW","RAZOR","SHAVE","ON2","S","Study Phase",90,"Test","Recall1","CUT",0
"w966692CS",44,22,"RELATIONAL","NEW","RAZOR","SHAVE","ON2","S","Study Phase",90,"Test","Recall1","shave",100
"w986836_GI",41,22,"RELATIONAL","NEW","RAZOR","SHAVE","ON2","S","Study Phase",92,"Test","Recall1","Blade",0
"w960112",25,22,"RELATIONAL","NEW","RIGHTS","EQUAL","ON2","S","Study Phase",95,"Test","Recall1","",0
"w966692CS",26,22,"RELATIONAL","NEW","RIGHTS","EQUAL","ON2","S","Study Phase",100,"Test","Recall1","",0
"w986836_GI",29,22,"RELATIONAL","NEW","RIGHTS","EQUAL","ON2","S","Study Phase",89,"Test","Recall1","Achieved ",0
"w960112",92,22,"RELATIONAL","NEW","ROD","REEL","ON2","S","Study Phase",81,"Test","Recall1","R",0
"w966692CS",74,22,"RELATIONAL","NEW","ROD","REEL","ON2","S","Study Phase",60,"Test","Recall1","",0
"w986836_GI",53,22,"RELATIONAL","NEW","ROD","REEL","ON2","S","Study Phase",34,"Test","Recall1","reel",100
"w960112",94,22,"RELATIONAL","NEW","SAFETY","SEATBELT","ON2","S","Study Phase",70,"Test","Recall1","",0
"w966692CS",77,22,"RELATIONAL","NEW","SAFETY","SEATBELT","ON2","S","Study Phase",9,"Test","Recall1","",0
"w986836_GI",28,22,"RELATIONAL","NEW","SAFETY","SEATBELT","ON2","S","Study Phase",100,"Test","Recall1","Gloves",0
"w960112",51,22,"RELATIONAL","NEW","SCALP","HEAD","ON2","F","Study Phase",87,"Test","Recall1","HEAD",100
"w966692CS",76,22,"RELATIONAL","NEW","SCALP","HEAD","ON2","F","Study Phase",100,"Test","Recall1","hair",0
"w986836_GI",104,22,"RELATIONAL","NEW","SCALP","HEAD","ON2","F","Study Phase",96,"Test","Recall1","Head",100
"w960112",41,22,"RELATIONAL","NEW","SHEARS","SCISSORS","ON2","F","Study Phase",64,"Test","Recall1","SCISSORS",100
"w966692CS",24,22,"RELATIONAL","NEW","SHEARS","SCISSORS","ON2","F","Study Phase",100,"Test","Recall1","scissors",100
"w986836_GI",42,22,"RELATIONAL","NEW","SHEARS","SCISSORS","ON2","F","Study Phase",53,"Test","Recall1","Scissors",100
"w960112",80,22,"RELATIONAL","NEW","SHELL","SHAKE","ON2","U","Study Phase",25,"Test","Recall1","FISH",0
"w966692CS",45,22,"RELATIONAL","NEW","SHELL","SHAKE","ON2","U","Study Phase",20,"Test","Recall1","0",0
"w986836_GI",39,22,"RELATIONAL","NEW","SHELL","SHAKE","ON2","U","Study Phase",57,"Test","Recall1","fish",0
"w960112",57,22,"RELATIONAL","NEW","SHOELACE","TIE","ON2","F","Study Phase",52,"Test","Recall1","tie",100
"w966692CS",57,22,"RELATIONAL","NEW","SHOELACE","TIE","ON2","F","Study Phase",100,"Test","Recall1","shoe",0
"w986836_GI",80,22,"RELATIONAL","NEW","SHOELACE","TIE","ON2","F","Study Phase",88,"Test","Recall1","Tie",100
"w960112",73,22,"RELATIONAL","NEW","SLEEP","NAP","ON2","B","Study Phase",75,"Test","Recall1","TIRED",0
"w966692CS",80,22,"RELATIONAL","NEW","SLEEP","NAP","ON2","B","Study Phase",90,"Test","Recall1","0",0
"w986836_GI",49,22,"RELATIONAL","NEW","SLEEP","NAP","ON2","B","Study Phase",100,"Test","Recall1","Awake",0
"w960112",35,22,"RELATIONAL","NEW","STAR","ACTRESS","ON2","B","Study Phase",90,"Test","Recall1","ACTRESS",100
"w966692CS",101,22,"RELATIONAL","NEW","STAR","ACTRESS","ON2","B","Study Phase",70,"Test","Recall1","sky",0
"w986836_GI",71,22,"RELATIONAL","NEW","STAR","ACTRESS","ON2","B","Study Phase",77,"Test","Recall1","actress",100
"w960112",62,22,"RELATIONAL","NEW","STRETCH","CLOTH","ON2","U","Study Phase",42,"Test","Recall1","clothes",0
"w966692CS",29,22,"RELATIONAL","NEW","STRETCH","CLOTH","ON2","U","Study Phase",80,"Test","Recall1","cloth",100
"w986836_GI",43,22,"RELATIONAL","NEW","STRETCH","CLOTH","ON2","U","Study Phase",86,"Test","Recall1","Cloth",100
"w960112",36,22,"RELATIONAL","NEW","SUN","TAN","ON2","S","Study Phase",60,"Test","Recall1","HEAT",0
"w966692CS",91,22,"RELATIONAL","NEW","SUN","TAN","ON2","S","Study Phase",80,"Test","Recall1","",0
"w986836_GI",47,22,"RELATIONAL","NEW","SUN","TAN","ON2","S","Study Phase",87,"Test","Recall1","set",0
"w960112",34,22,"RELATIONAL","NEW","TANTRUM","TEMPER","ON2","S","Study Phase",26,"Test","Recall1","TEMPER",100
"w966692CS",68,22,"RELATIONAL","NEW","TANTRUM","TEMPER","ON2","S","Study Phase",60,"Test","Recall1","temper",100
"w986836_GI",87,22,"RELATIONAL","NEW","TANTRUM","TEMPER","ON2","S","Study Phase",87,"Test","Recall1","Temper",100
"w960112",47,22,"RELATIONAL","NEW","TEMPERATURE","MORNING","ON2","U","Study Phase",42,"Test","Recall1","COLD",0
"w966692CS",30,22,"RELATIONAL","NEW","TEMPERATURE","MORNING","ON2","U","Study Phase",50,"Test","Recall1","",0
"w986836_GI",56,22,"RELATIONAL","NEW","TEMPERATURE","MORNING","ON2","U","Study Phase",45,"Test","Recall1","check",0
"w960112",24,22,"RELATIONAL","NEW","THREAD","THIMBLE","ON2","B","Study Phase",15,"Test","Recall1","CLOTH",0
"w966692CS",47,22,"RELATIONAL","NEW","THREAD","THIMBLE","ON2","B","Study Phase",0,"Test","Recall1","string",0
"w986836_GI",83,22,"RELATIONAL","NEW","THREAD","THIMBLE","ON2","B","Study Phase",18,"Test","Recall1","thumble",100
"w960112",28,22,"RELATIONAL","NEW","TRUTH","LIE","ON2","S","Study Phase",60,"Test","Recall1","HONESTY",0
"w966692CS",95,22,"RELATIONAL","NEW","TRUTH","LIE","ON2","S","Study Phase",60,"Test","Recall1","honest",0
"w986836_GI",73,22,"RELATIONAL","NEW","TRUTH","LIE","ON2","S","Study Phase",93,"Test","Recall1","Lie",100
"w960112",89,22,"RELATIONAL","NEW","TURN","FLIP","ON2","B","Study Phase",64,"Test","Recall1","FLIP",100
