"ExperimentName","Subject","Block","list","Procedure.Block.","cue_target","Direction","ListNum","JOL","JOL_RT","Procedure.Trial.","Type","Recall_prompt","ListNum.1","Response"
"READ_JOL C",15,1,3,"BlockProc1","Future - Past","S",56,80,5713,"StudyProc3","JOL","Future - ?",56,"present"
"READ_JOL C",15,1,3,"BlockProc1","Decision - Choise","S",57,90,3974,"StudyProc3","JOL","Decision - ?",57,"thinking"
"READ_JOL C",15,1,3,"BlockProc1","Bee - Honey","S",58,100,3832,"StudyProc3","JOL","Bee - ?",58,"hurt"
"READ_JOL C",15,1,3,"BlockProc1","Child - Baby","S",59,91,4092,"StudyProc3","JOL","Child - ?",59,"baby"
"READ_JOL C",15,1,3,"BlockProc1","Round - Circle","S",60,90,4358,"StudyProc3","JOL","Round - ?",60,"circle"
"READ_JOL C",15,1,3,"BlockProc1","Clutter - Pusher","U",61,75,11308,"StudyProc3","JOL","Clutter - ?",61,"group"
"READ_JOL C",15,1,3,"BlockProc1","Sacking -Dietary","U",62,30,3191,"StudyProc3","JOL","Sacking - ?",62,"pant"
"READ_JOL C",15,1,3,"BlockProc1","Hungry - Park","U",63,20,3527,"StudyProc3","JOL","Hungry - ?",63,"hunger"
"READ_JOL C",15,1,3,"BlockProc1","Woman - Lift","U",64,40,3654,"StudyProc3","JOL","Woman - ?",64,"famine"
"READ_JOL C",15,1,3,"BlockProc1","Belt - Soon","U",65,40,7713,"StudyProc3","JOL","Belt - ?",65,"wear"
"READ_JOL C",15,1,3,"BlockProc1","Floor - Discover","U",66,45,3197,"StudyProc3","JOL","Floor - ?",66,"clean"
"READ_JOL C",15,1,3,"BlockProc1","Business - Death","U",67,20,2851,"StudyProc3","JOL","Business - ?",67,"paper"
"READ_JOL C",15,1,3,"BlockProc1","Sight - Debate","U",68,60,9074,"StudyProc3","JOL","Sight - ?",68,"see"
"READ_JOL C",15,1,3,"BlockProc1","Bronze - Artery","U",69,35,4480,"StudyProc3","JOL","Bronze - ?",69,"sun"
"READ_JOL C",15,1,3,"BlockProc1","Hand - Fix","U",70,50,6081,"StudyProc3","JOL","Hand - ?",70,"happy"
"READ_JOL C",15,1,3,"BlockProc1","Position - Machine","U",71,70,6609,"StudyProc3","JOL","Position - ?",71,"place"
"READ_JOL C",15,1,3,"BlockProc1","Car - Happy","U",72,80,3893,"StudyProc3","JOL","Car - ?",72,"wash"
"READ_JOL C",15,1,3,"BlockProc1","Tuck - Allow","U",73,40,3792,"StudyProc3","JOL","Tuck - ?",73,"away"
"READ_JOL C",15,1,3,"BlockProc1","Lion - Art","U",74,45,4153,"StudyProc3","JOL","Lion - ?",74,"animal"
"READ_JOL C",15,1,3,"BlockProc1","Accident - Strong","U",75,30,4421,"StudyProc3","JOL","Accident - ?",75,"hurt"
"READ_JOL C",15,1,3,"BlockProc1","Riddle - Sugar","U",76,20,6224,"StudyProc3","JOL","Riddle - ?",76,"word"
"READ_JOL C",15,1,3,"BlockProc1","Add - Valley","U",77,40,5488,"StudyProc3","JOL","Add - ?",77,"division"
"READ_JOL C",15,1,3,"BlockProc1","Would - Cash","U",78,35,3795,"StudyProc3","JOL","Would - ?",78,"could"
"READ_JOL C",15,1,3,"BlockProc1","Sick - Hide","U",79,85,6987,"StudyProc3","JOL","Sick - ?",79,"happy"
"READ_JOL C",15,1,3,"BlockProc1","Vase - King","U",80,45,7778,"StudyProc3","JOL","Vase - ?",80,"flower"
"IS_JOL C",19,1,3,"BlockProc1","Sting - Hornet","F",6,NA,NA,"StudyProc7","JOL","Sting - ?",6,"wasp"
"IS_JOL C",19,1,3,"BlockProc1","Cold - Bitter","F",7,NA,NA,"StudyProc7","JOL","Cold - ?",7,"bitter"
"IS_JOL C",19,1,3,"BlockProc1","Plant - Root","F",8,NA,NA,"StudyProc7","JOL","Plant - ?",8,"root"
"IS_JOL C",19,1,3,"BlockProc1","Bird - Swan","F",9,NA,NA,"StudyProc7","JOL","Bird - ?",9,"finch"
"IS_JOL C",19,1,3,"BlockProc1","Dog - Paw","F",10,NA,NA,"StudyProc7","JOL","Dog - ?",10,"paw"
"IS_JOL C",19,1,3,"BlockProc1","Out - Way","F",11,NA,NA,"StudyProc7","JOL","Out - ?",11,"way"
"IS_JOL C",19,1,3,"BlockProc1","Clean - Hygiene","F",12,NA,NA,"StudyProc7","JOL","Clean - ?",12,"tidy"
"IS_JOL C",19,1,3,"BlockProc1","Water - Bridge","F",13,NA,NA,"StudyProc7","JOL","Water - ?",13,"bridge"
"IS_JOL C",19,1,3,"BlockProc1","Rock - Geology","F",14,NA,NA,"StudyProc7","JOL","Rock - ?",14,"geology"
"IS_JOL C",19,1,3,"BlockProc1","War - Revolution","F",15,NA,NA,"StudyProc7","JOL","War - ?",15,"revolution"
"IS_JOL C",19,1,3,"BlockProc1","Talk - Discussion","F",16,NA,NA,"StudyProc7","JOL","Talk - ?",16,"discussion"
"IS_JOL C",19,1,3,"BlockProc1","Cow - Herd","F",17,NA,NA,"StudyProc7","JOL","Cow - ?",17,"herd"
"IS_JOL C",19,1,3,"BlockProc1","Card - Credit","F",18,NA,NA,"StudyProc7","JOL","Card - ?",18,"credit"
"IS_JOL C",19,1,3,"BlockProc1","Flower - Orchid","F",19,NA,NA,"StudyProc7","JOL","Flower - ?",19,"orchid"
"IS_JOL C",19,1,3,"BlockProc1","Fish - Tuna","F",20,NA,NA,"StudyProc7","JOL","Fish - ?",20,"shrimp"
"IS_JOL C",19,1,3,"BlockProc1","Enough - Full","B",21,NA,NA,"StudyProc7","JOL","Enough - ?",21,"full"
"IS_JOL C",19,1,3,"BlockProc1","Sip - Drink","B",22,NA,NA,"StudyProc7","JOL","Sip - ?",22,"drink"
"IS_JOL C",19,1,3,"BlockProc1","Cave - Dark","B",23,NA,NA,"StudyProc7","JOL","Cave - ?",23,"dark"
"IS_JOL C",19,1,3,"BlockProc1","Seize - Take","B",24,NA,NA,"StudyProc7","JOL","Seize - ?",24,"take"
"IS_JOL C",19,1,3,"BlockProc1","Growth - Height","B",25,NA,NA,"StudyProc7","JOL","Growth - ?",25,"height"
"IS_JOL C",19,1,3,"BlockProc1","Word - Sentence","B",26,NA,NA,"StudyProc7","JOL","Word - ?",26,"sentence"
"IS_JOL C",19,1,3,"BlockProc1","Wasp - Bug","B",27,NA,NA,"StudyProc7","JOL","Wasp - ?",27,"sting"
"IS_JOL C",19,1,3,"BlockProc1","Division - Math","B",28,NA,NA,"StudyProc7","JOL","Division - ?",28,"math"
"IS_JOL C",19,1,3,"BlockProc1","Attorney - Law","B",29,NA,NA,"StudyProc7","JOL","Attorney - ?",29,"law"
"IS_JOL C",19,1,3,"BlockProc1","Fantastic - Great","B",30,NA,NA,"StudyProc7","JOL","Fantastic - ?",30,"great"
"IS_JOL C",19,1,3,"BlockProc1","Latch - Key","B",31,NA,NA,"StudyProc7","JOL","Latch - ?",31,"key"
"IS_JOL C",19,1,3,"BlockProc1","Chili - Hot","B",32,NA,NA,"StudyProc7","JOL","Chili - ?",32,"hot"
"IS_JOL C",19,1,3,"BlockProc1","Racket - Ball","B",33,NA,NA,"StudyProc7","JOL","Racket - ?",33,"ball"
"IS_JOL C",19,1,3,"BlockProc1","Chore - Work","B",34,NA,NA,"StudyProc7","JOL","Chore - ?",34,"job"
"IS_JOL C",19,1,3,"BlockProc1","Famine - Hunger","B",35,NA,NA,"StudyProc7","JOL","Famine - ?",35,"hunger"
"IS_JOL C",19,1,3,"BlockProc1","Drowsy - Sleep","B",36,NA,NA,"StudyProc7","JOL","Drowsy - ?",36,"sleepy"
"IS_JOL C",19,1,3,"BlockProc1","Stench - Smell","B",37,NA,NA,"StudyProc7","JOL","Stench - ?",37,"smell"
"IS_JOL C",19,1,3,"BlockProc1","Attire - Clothes","B",38,NA,NA,"StudyProc7","JOL","Attire - ?",38,"clothes"
"IS_JOL C",19,1,3,"BlockProc1","Pilot - Plane","B",39,NA,NA,"StudyProc7","JOL","Pilot - ?",39,"plane"
"IS_JOL C",19,1,3,"BlockProc1","Blaze - Fire","B",40,NA,NA,"StudyProc7","JOL","Blaze - ?",40,"fire"
"IS_JOL C",19,1,3,"BlockProc1","Assignment - Due","S",41,50,16426,"StudyProc3","JOL","Assignment - ?",41,"due"
"IS_JOL C",19,1,3,"BlockProc1","Amount - Number","S",42,50,22866,"StudyProc3","JOL","Amount - ?",42,"money"
"IS_JOL C",19,1,3,"BlockProc1","Site - Location","S",43,80,10498,"StudyProc3","JOL","Site - ?",43,"location"
"IS_JOL C",19,1,3,"BlockProc1","Waste - Dump","S",44,70,14960,"StudyProc3","JOL","Waste - ?",44,"dump"
"IS_JOL C",19,1,3,"BlockProc1","Jury - Trial","S",45,70,12417,"StudyProc3","JOL","Jury - ?",45,"trial"
"IS_JOL C",19,1,3,"BlockProc1","Design - Architecture","S",46,90,14905,"StudyProc3","JOL","Design - ?",46,"architecture"
"IS_JOL C",19,1,3,"BlockProc1","Bar - Grill","S",47,70,9128,"StudyProc3","JOL","Bar - ?",47,"belt"
"IS_JOL C",19,1,3,"BlockProc1","Liver - Kidney","S",48,90,10278,"StudyProc3","JOL","Liver - ?",48,"kidney"
"IS_JOL C",19,1,3,"BlockProc1","End - Begin","S",49,99,11263,"StudyProc3","JOL","End - ?",49,"beginning"
"IS_JOL C",19,1,3,"BlockProc1","Wind - Blow","S",50,80,16025,"StudyProc3","JOL","Wind - ?",50,"blow"
"IS_JOL C",19,1,3,"BlockProc1","Soda - Pop","S",51,90,6842,"StudyProc3","JOL","Soda - ?",51,"pop"
"IS_JOL C",19,1,3,"BlockProc1","Cheese - Wine","S",52,60,9601,"StudyProc3","JOL","Cheese - ?",52,"wine"
"IS_JOL C",19,1,3,"BlockProc1","Toilet - Bathroom","S",53,90,7092,"StudyProc3","JOL","Toilet - ?",53,"bathroom"
"IS_JOL C",19,1,3,"BlockProc1","Salad - Lettuce","S",54,60,10063,"StudyProc3","JOL","Salad - ?",54,"lettuce"
"IS_JOL C",19,1,3,"BlockProc1","Foot - Shoe","S",55,90,8449,"StudyProc3","JOL","Foot - ?",55,"shoe"
"IS_JOL C",19,1,3,"BlockProc1","Future - Past","S",56,99,7925,"StudyProc3","JOL","Future - ?",56,"past"
"IS_JOL C",19,1,3,"BlockProc1","Decision - Choise","S",57,50,19070,"StudyProc3","JOL","Decision - ?",57,"choice"
"IS_JOL C",19,1,3,"BlockProc1","Bee - Honey","S",58,75,7838,"StudyProc3","JOL","Bee - ?",58,"honey"
"IS_JOL C",19,1,3,"BlockProc1","Child - Baby","S",59,79,9496,"StudyProc3","JOL","Child - ?",59,"baby"
"IS_JOL C",19,1,3,"BlockProc1","Round - Circle","S",60,90,15156,"StudyProc3","JOL","Round - ?",60,"circle"
"IS_JOL C",19,1,3,"BlockProc1","Clutter - Pusher","U",61,50,12798,"StudyProc3","JOL","Clutter - ?",61,"pusher"
"IS_JOL C",19,1,3,"BlockProc1","Sacking -Dietary","U",62,80,22433,"StudyProc3","JOL","Sacking - ?",62,"object"
"IS_JOL C",19,1,3,"BlockProc1","Hungry - Park","U",63,70,9480,"StudyProc3","JOL","Hungry - ?",63,"full"
"IS_JOL C",19,1,3,"BlockProc1","Woman - Lift","U",64,80,7072,"StudyProc3","JOL","Woman - ?",64,"career"
"IS_JOL C",19,1,3,"BlockProc1","Belt - Soon","U",65,70,8072,"StudyProc3","JOL","Belt - ?",65,"bar"
"IS_JOL C",19,1,3,"BlockProc1","Floor - Discover","U",66,60,14542,"StudyProc3","JOL","Floor - ?",66,"wood"
"IS_JOL C",19,1,3,"BlockProc1","Business - Death","U",67,70,11014,"StudyProc3","JOL","Business - ?",67,"money"
"IS_JOL C",19,1,3,"BlockProc1","Sight - Debate","U",68,10,7956,"StudyProc3","JOL","Sight - ?",68,"eyes"
"IS_JOL C",19,1,3,"BlockProc1","Bronze - Artery","U",69,90,10762,"StudyProc3","JOL","Bronze - ?",69,"move"
"IS_JOL C",19,1,3,"BlockProc1","Hand - Fix","U",70,30,15688,"StudyProc3","JOL","Hand - ?",70,"take"
"IS_JOL C",19,1,3,"BlockProc1","Position - Machine","U",71,70,11567,"StudyProc3","JOL","Position - ?",71,"object"
"IS_JOL C",19,1,3,"BlockProc1","Car - Happy","U",72,50,8111,"StudyProc3","JOL","Car - ?",72,"engine"
"IS_JOL C",19,1,3,"BlockProc1","Tuck - Allow","U",73,20,19405,"StudyProc3","JOL","Tuck - ?",73,"bed"
"IS_JOL C",19,1,3,"BlockProc1","Lion - Art","U",74,10,9231,"StudyProc3","JOL","Lion - ?",74,"tiger"
"IS_JOL C",19,1,3,"BlockProc1","Accident - Strong","U",75,40,11062,"StudyProc3","JOL","Accident - ?",75,"car"
"IS_JOL C",19,1,3,"BlockProc1","Riddle - Sugar","U",76,70,13245,"StudyProc3","JOL","Riddle - ?",76,"eat"
"IS_JOL C",19,1,3,"BlockProc1","Add - Valley","U",77,90,10428,"StudyProc3","JOL","Add - ?",77,"math"
"IS_JOL C",19,1,3,"BlockProc1","Would - Cash","U",78,5,17401,"StudyProc3","JOL","Would - ?",78,"can"
"IS_JOL C",19,1,3,"BlockProc1","Sick - Hide","U",79,75,11619,"StudyProc3","JOL","Sick - ?",79,"health"
"IS_JOL C",19,1,3,"BlockProc1","Vase - King","U",80,90,7401,"StudyProc3","JOL","Vase - ?",80,"king"
"RL_JOL C",23,1,3,"BlockProc1","Sting - Hornet","F",6,NA,NA,"StudyProc7","JOL","Sting - ?",6,"hornet"
"RL_JOL C",23,1,3,"BlockProc1","Cold - Bitter","F",7,NA,NA,"StudyProc7","JOL","Cold - ?",7,"bitter"
"RL_JOL C",23,1,3,"BlockProc1","Plant - Root","F",8,NA,NA,"StudyProc7","JOL","Plant - ?",8,"roots"
"RL_JOL C",23,1,3,"BlockProc1","Bird - Swan","F",9,NA,NA,"StudyProc7","JOL","Bird - ?",9,"swan"
"RL_JOL C",23,1,3,"BlockProc1","Dog - Paw","F",10,NA,NA,"StudyProc7","JOL","Dog - ?",10,"cat"
"RL_JOL C",23,1,3,"BlockProc1","Out - Way","F",11,NA,NA,"StudyProc7","JOL","Out - ?",11,"way"
"RL_JOL C",23,1,3,"BlockProc1","Clean - Hygiene","F",12,NA,NA,"StudyProc7","JOL","Clean - ?",12,"clutter"
"RL_JOL C",23,1,3,"BlockProc1","Water - Bridge","F",13,NA,NA,"StudyProc7","JOL","Water - ?",13,"bridge"
"RL_JOL C",23,1,3,"BlockProc1","Rock - Geology","F",14,NA,NA,"StudyProc7","JOL","Rock - ?",14,"hard"
"RL_JOL C",23,1,3,"BlockProc1","War - Revolution","F",15,NA,NA,"StudyProc7","JOL","War - ?",15,"revolutionary"
"RL_JOL C",23,1,3,"BlockProc1","Talk - Discussion","F",16,NA,NA,"StudyProc7","JOL","Talk - ?",16,"discussion"
"RL_JOL C",23,1,3,"BlockProc1","Cow - Herd","F",17,NA,NA,"StudyProc7","JOL","Cow - ?",17,"herd"
"RL_JOL C",23,1,3,"BlockProc1","Card - Credit","F",18,NA,NA,"StudyProc7","JOL","Card - ?",18,"credit"
"RL_JOL C",23,1,3,"BlockProc1","Flower - Orchid","F",19,NA,NA,"StudyProc7","JOL","Flower - ?",19,"orchid"
"RL_JOL C",23,1,3,"BlockProc1","Fish - Tuna","F",20,NA,NA,"StudyProc7","JOL","Fish - ?",20,"tuna"
"RL_JOL C",23,1,3,"BlockProc1","Enough - Full","B",21,NA,NA,"StudyProc7","JOL","Enough - ?",21,"sleep"
"RL_JOL C",23,1,3,"BlockProc1","Sip - Drink","B",22,NA,NA,"StudyProc7","JOL","Sip - ?",22,"drink"
"RL_JOL C",23,1,3,"BlockProc1","Cave - Dark","B",23,NA,NA,"StudyProc7","JOL","Cave - ?",23,"dark"
"RL_JOL C",23,1,3,"BlockProc1","Seize - Take","B",24,NA,NA,"StudyProc7","JOL","Seize - ?",24,"take"
"RL_JOL C",23,1,3,"BlockProc1","Growth - Height","B",25,NA,NA,"StudyProc7","JOL","Growth - ?",25,"height"
"RL_JOL C",23,1,3,"BlockProc1","Word - Sentence","B",26,NA,NA,"StudyProc7","JOL","Word - ?",26,"talk"
"RL_JOL C",23,1,3,"BlockProc1","Wasp - Bug","B",27,NA,NA,"StudyProc7","JOL","Wasp - ?",27,"bug"
"RL_JOL C",23,1,3,"BlockProc1","Division - Math","B",28,NA,NA,"StudyProc7","JOL","Division - ?",28,"math"
"RL_JOL C",23,1,3,"BlockProc1","Attorney - Law","B",29,NA,NA,"StudyProc7","JOL","Attorney - ?",29,"law"
"RL_JOL C",23,1,3,"BlockProc1","Fantastic - Great","B",30,NA,NA,"StudyProc7","JOL","Fantastic - ?",30,"great"
"RL_JOL C",23,1,3,"BlockProc1","Latch - Key","B",31,NA,NA,"StudyProc7","JOL","Latch - ?",31,"key"
"RL_JOL C",23,1,3,"BlockProc1","Chili - Hot","B",32,NA,NA,"StudyProc7","JOL","Chili - ?",32,"hot"
"RL_JOL C",23,1,3,"BlockProc1","Racket - Ball","B",33,NA,NA,"StudyProc7","JOL","Racket - ?",33,"ball"
"RL_JOL C",23,1,3,"BlockProc1","Chore - Work","B",34,NA,NA,"StudyProc7","JOL","Chore - ?",34,"work"
"RL_JOL C",23,1,3,"BlockProc1","Famine - Hunger","B",35,NA,NA,"StudyProc7","JOL","Famine - ?",35,"hunry"
"RL_JOL C",23,1,3,"BlockProc1","Drowsy - Sleep","B",36,NA,NA,"StudyProc7","JOL","Drowsy - ?",36,"sleep"
"RL_JOL C",23,1,3,"BlockProc1","Stench - Smell","B",37,NA,NA,"StudyProc7","JOL","Stench - ?",37,"smell"
"RL_JOL C",23,1,3,"BlockProc1","Attire - Clothes","B",38,NA,NA,"StudyProc7","JOL","Attire - ?",38,"clothes"
"RL_JOL C",23,1,3,"BlockProc1","Pilot - Plane","B",39,NA,NA,"StudyProc7","JOL","Pilot - ?",39,"plane"
"RL_JOL C",23,1,3,"BlockProc1","Blaze - Fire","B",40,NA,NA,"StudyProc7","JOL","Blaze - ?",40,"fire"
"RL_JOL C",23,1,3,"BlockProc1","Assignment - Due","S",41,60,8750,"StudyProc3","JOL","Assignment - ?",41,"due"
"RL_JOL C",23,1,3,"BlockProc1","Amount - Number","S",42,55,11091,"StudyProc3","JOL","Amount - ?",42,"numbers"
"RL_JOL C",23,1,3,"BlockProc1","Site - Location","S",43,35,16635,"StudyProc3","JOL","Site - ?",43,"location"
"RL_JOL C",23,1,3,"BlockProc1","Waste - Dump","S",44,60,8544,"StudyProc3","JOL","Waste - ?",44,"dump"
"RL_JOL C",23,1,3,"BlockProc1","Jury - Trial","S",45,65,10610,"StudyProc3","JOL","Jury - ?",45,"law"
"RL_JOL C",23,1,3,"BlockProc1","Design - Architecture","S",46,60,6615,"StudyProc3","JOL","Design - ?",46,"architecture"
"RL_JOL C",23,1,3,"BlockProc1","Bar - Grill","S",47,55,13309,"StudyProc3","JOL","Bar - ?",47,"grill"
"RL_JOL C",23,1,3,"BlockProc1","Liver - Kidney","S",48,50,7084,"StudyProc3","JOL","Liver - ?",48,"kidney"
"RL_JOL C",23,1,3,"BlockProc1","End - Begin","S",49,60,12571,"StudyProc3","JOL","End - ?",49,"begin"
"RL_JOL C",23,1,3,"BlockProc1","Wind - Blow","S",50,70,8263,"StudyProc3","JOL","Wind - ?",50,"blow"
"RL_JOL C",23,1,3,"BlockProc1","Soda - Pop","S",51,60,6815,"StudyProc3","JOL","Soda - ?",51,"pop"
"RL_JOL C",23,1,3,"BlockProc1","Cheese - Wine","S",52,80,9515,"StudyProc3","JOL","Cheese - ?",52,"wine"
"RL_JOL C",23,1,3,"BlockProc1","Toilet - Bathroom","S",53,70,5818,"StudyProc3","JOL","Toilet - ?",53,"bathroom"
"RL_JOL C",23,1,3,"BlockProc1","Salad - Lettuce","S",54,70,8665,"StudyProc3","JOL","Salad - ?",54,"lettuce"
"RL_JOL C",23,1,3,"BlockProc1","Foot - Shoe","S",55,60,6195,"StudyProc3","JOL","Foot - ?",55,"shoe"
"RL_JOL C",23,1,3,"BlockProc1","Future - Past","S",56,60,6518,"StudyProc3","JOL","Future - ?",56,"present"
"RL_JOL C",23,1,3,"BlockProc1","Decision - Choise","S",57,40,16748,"StudyProc3","JOL","Decision - ?",57,"choise"
"RL_JOL C",23,1,3,"BlockProc1","Bee - Honey","S",58,70,4631,"StudyProc3","JOL","Bee - ?",58,"honey"
"RL_JOL C",23,1,3,"BlockProc1","Child - Baby","S",59,55,9279,"StudyProc3","JOL","Child - ?",59,"baby"
"RL_JOL C",23,1,3,"BlockProc1","Round - Circle","S",60,70,7274,"StudyProc3","JOL","Round - ?",60,"circle"
"RL_JOL C",23,1,3,"BlockProc1","Clutter - Pusher","U",61,10,23633,"StudyProc3","JOL","Clutter - ?",61,"bad"
"RL_JOL C",23,1,3,"BlockProc1","Sacking -Dietary","U",62,35,17117,"StudyProc3","JOL","Sacking - ?",62,"punch"
"RL_JOL C",23,1,3,"BlockProc1","Hungry - Park","U",63,45,5311,"StudyProc3","JOL","Hungry - ?",63,"famine"
"RL_JOL C",23,1,3,"BlockProc1","Woman - Lift","U",64,50,6677,"StudyProc3","JOL","Woman - ?",64,"strpng"
"RL_JOL C",23,1,3,"BlockProc1","Belt - Soon","U",65,5,16306,"StudyProc3","JOL","Belt - ?",65,"effort"
"RL_JOL C",23,1,3,"BlockProc1","Floor - Discover","U",66,30,11432,"StudyProc3","JOL","Floor - ?",66,"discover"
"RL_JOL C",23,1,3,"BlockProc1","Business - Death","U",67,20,20200,"StudyProc3","JOL","Business - ?",67,"death"
"RL_JOL C",23,1,3,"BlockProc1","Sight - Debate","U",68,30,14817,"StudyProc3","JOL","Sight - ?",68,"view"
"RL_JOL C",23,1,3,"BlockProc1","Bronze - Artery","U",69,50,12746,"StudyProc3","JOL","Bronze - ?",69,"artery"
"RL_JOL C",23,1,3,"BlockProc1","Hand - Fix","U",70,50,9096,"StudyProc3","JOL","Hand - ?",70,"finger"
"RL_JOL C",23,1,3,"BlockProc1","Position - Machine","U",71,30,25730,"StudyProc3","JOL","Position - ?",71,"machine"
"RL_JOL C",23,1,3,"BlockProc1","Car - Happy","U",72,45,21459,"StudyProc3","JOL","Car - ?",72,"happy"
"RL_JOL C",23,1,3,"BlockProc1","Tuck - Allow","U",73,10,15657,"StudyProc3","JOL","Tuck - ?",73,"effort"
"RL_JOL C",23,1,3,"BlockProc1","Lion - Art","U",74,50,6388,"StudyProc3","JOL","Lion - ?",74,"art"
"RL_JOL C",23,1,3,"BlockProc1","Accident - Strong","U",75,40,11688,"StudyProc3","JOL","Accident - ?",75,"strong"
"RL_JOL C",23,1,3,"BlockProc1","Riddle - Sugar","U",76,20,30632,"StudyProc3","JOL","Riddle - ?",76,"sweet"
"RL_JOL C",23,1,3,"BlockProc1","Add - Valley","U",77,20,14868,"StudyProc3","JOL","Add - ?",77,"bring"
"RL_JOL C",23,1,3,"BlockProc1","Would - Cash","U",78,20,10126,"StudyProc3","JOL","Would - ?",78,"not"
"RL_JOL C",23,1,3,"BlockProc1","Sick - Hide","U",79,30,21844,"StudyProc3","JOL","Sick - ?",79,"hide"
"RL_JOL C",23,1,3,"BlockProc1","Vase - King","U",80,40,9288,"StudyProc3","JOL","Vase - ?",80,"king"
"READ_JOL C",27,1,3,"BlockProc1","Sting - Hornet","F",6,NA,NA,"StudyProc7","JOL","Sting - ?",6,"wasp"
"READ_JOL C",27,1,3,"BlockProc1","Cold - Bitter","F",7,NA,NA,"StudyProc7","JOL","Cold - ?",7,"bitter"
"READ_JOL C",27,1,3,"BlockProc1","Plant - Root","F",8,NA,NA,"StudyProc7","JOL","Plant - ?",8,"growth"
"READ_JOL C",27,1,3,"BlockProc1","Bird - Swan","F",9,NA,NA,"StudyProc7","JOL","Bird - ?",9,"swan"
"READ_JOL C",27,1,3,"BlockProc1","Dog - Paw","F",10,NA,NA,"StudyProc7","JOL","Dog - ?",10,"paw"
"READ_JOL C",27,1,3,"BlockProc1","Out - Way","F",11,NA,NA,"StudyProc7","JOL","Out - ?",11,"in"
"READ_JOL C",27,1,3,"BlockProc1","Clean - Hygiene","F",12,NA,NA,"StudyProc7","JOL","Clean - ?",12,"hygeine"
"READ_JOL C",27,1,3,"BlockProc1","Water - Bridge","F",13,NA,NA,"StudyProc7","JOL","Water - ?",13,"drink"
"READ_JOL C",27,1,3,"BlockProc1","Rock - Geology","F",14,NA,NA,"StudyProc7","JOL","Rock - ?",14,"graphite"
"READ_JOL C",27,1,3,"BlockProc1","War - Revolution","F",15,NA,NA,"StudyProc7","JOL","War - ?",15,"revolution"
"READ_JOL C",27,1,3,"BlockProc1","Talk - Discussion","F",16,NA,NA,"StudyProc7","JOL","Talk - ?",16,"speak"
"READ_JOL C",27,1,3,"BlockProc1","Cow - Herd","F",17,NA,NA,"StudyProc7","JOL","Cow - ?",17,"herd"
"READ_JOL C",27,1,3,"BlockProc1","Card - Credit","F",18,NA,NA,"StudyProc7","JOL","Card - ?",18,"credit"
"READ_JOL C",27,1,3,"BlockProc1","Flower - Orchid","F",19,NA,NA,"StudyProc7","JOL","Flower - ?",19,"plant"
"READ_JOL C",27,1,3,"BlockProc1","Fish - Tuna","F",20,NA,NA,"StudyProc7","JOL","Fish - ?",20,"tuna"
"READ_JOL C",27,1,3,"BlockProc1","Enough - Full","B",21,NA,NA,"StudyProc7","JOL","Enough - ?",21,"full"
"READ_JOL C",27,1,3,"BlockProc1","Sip - Drink","B",22,NA,NA,"StudyProc7","JOL","Sip - ?",22,"drink"
"READ_JOL C",27,1,3,"BlockProc1","Cave - Dark","B",23,NA,NA,"StudyProc7","JOL","Cave - ?",23,"dark"
"READ_JOL C",27,1,3,"BlockProc1","Seize - Take","B",24,NA,NA,"StudyProc7","JOL","Seize - ?",24,"take"
"READ_JOL C",27,1,3,"BlockProc1","Growth - Height","B",25,NA,NA,"StudyProc7","JOL","Growth - ?",25,"plant"
"READ_JOL C",27,1,3,"BlockProc1","Word - Sentence","B",26,NA,NA,"StudyProc7","JOL","Word - ?",26,"sentence"
"READ_JOL C",27,1,3,"BlockProc1","Wasp - Bug","B",27,NA,NA,"StudyProc7","JOL","Wasp - ?",27,""
"READ_JOL C",27,1,3,"BlockProc1","Division - Math","B",28,NA,NA,"StudyProc7","JOL","Division - ?",28,"math"
"READ_JOL C",27,1,3,"BlockProc1","Attorney - Law","B",29,NA,NA,"StudyProc7","JOL","Attorney - ?",29,"law"
"READ_JOL C",27,1,3,"BlockProc1","Fantastic - Great","B",30,NA,NA,"StudyProc7","JOL","Fantastic - ?",30,"great"
"READ_JOL C",27,1,3,"BlockProc1","Latch - Key","B",31,NA,NA,"StudyProc7","JOL","Latch - ?",31,"hook"
"READ_JOL C",27,1,3,"BlockProc1","Chili - Hot","B",32,NA,NA,"StudyProc7","JOL","Chili - ?",32,"hot"
"READ_JOL C",27,1,3,"BlockProc1","Racket - Ball","B",33,NA,NA,"StudyProc7","JOL","Racket - ?",33,"noise"
"READ_JOL C",27,1,3,"BlockProc1","Chore - Work","B",34,NA,NA,"StudyProc7","JOL","Chore - ?",34,"work"
"READ_JOL C",27,1,3,"BlockProc1","Famine - Hunger","B",35,NA,NA,"StudyProc7","JOL","Famine - ?",35,"hunger"
"READ_JOL C",27,1,3,"BlockProc1","Drowsy - Sleep","B",36,NA,NA,"StudyProc7","JOL","Drowsy - ?",36,"tires"
"READ_JOL C",27,1,3,"BlockProc1","Stench - Smell","B",37,NA,NA,"StudyProc7","JOL","Stench - ?",37,"smell"
"READ_JOL C",27,1,3,"BlockProc1","Attire - Clothes","B",38,NA,NA,"StudyProc7","JOL","Attire - ?",38,"lothing"
"READ_JOL C",27,1,3,"BlockProc1","Pilot - Plane","B",39,NA,NA,"StudyProc7","JOL","Pilot - ?",39,"plane"
