ExperimentName,Subject,Block,list,Procedure[Block],cue_target,Direction,ListNum,pword3.RESP,pword3.RT,pword5.RESP,pword5.RT,Rword1.RESP,Rword1.RT,Rword2.RESP,pword8.RESP,pword8.RT,pword9.RESP,pword9.RT,pword10.RESP,pword10.RT,Procedure[Trial]
IS_JOL A,65,1,3,BlockProc1,Art - Lion,U,74,100,14268,,,,,,,,,,,,StudyProc3
IS_JOL A,65,1,3,BlockProc1,Park - Hungry,U,63,80,11018,,,,,,,,,,,,StudyProc3
IS_JOL A,65,1,3,BlockProc1,Soon - Belt,U,65,100,10910,,,,,,,,,,,,StudyProc3
IS_JOL A,65,1,3,BlockProc1,Blow - Wind,S,50,100,13334,,,,,,,,,,,,StudyProc3
IS_JOL A,65,1,3,BlockProc1,Location - Site,S,43,89,16091,,,,,,,,,,,,StudyProc3
IS_JOL A,65,1,3,BlockProc1,Death - Business,U,67,75,19695,,,,,,,,,,,,StudyProc3
IS_JOL A,65,1,3,BlockProc1,Due - Assignment,S,41,80,21487,,,,,,,,,,,,StudyProc3
IS_JOL A,65,1,3,BlockProc1,Hide - Sick,U,79,70,10646,,,,,,,,,,,,StudyProc3
IS_JOL A,65,1,3,BlockProc1,Dump - Waste,S,44,80,10369,,,,,,,,,,,,StudyProc3
IS_JOL A,65,1,3,BlockProc1,Debate - Sight,U,68,100,11735,,,,,,,,,,,,StudyProc3
IS_JOL A,65,1,3,BlockProc1,Circle - Round,S,60,100,15013,,,,,,,,,,,,StudyProc3
IS_JOL A,65,1,3,BlockProc1,Trial - Jury,S,45,100,12174,,,,,,,,,,,,StudyProc3
IS_JOL A,65,1,3,BlockProc1,Sugar - Riddle,U,76,80,11090,,,,,,,,,,,,StudyProc3
IS_JOL A,65,1,3,BlockProc1,Allow - Tuck,U,73,80,10859,,,,,,,,,,,,StudyProc3
IS_JOL A,65,1,3,BlockProc1,Grill - Bar,S,47,90,17885,,,,,,,,,,,,StudyProc3
IS_JOL A,65,1,3,BlockProc1,Artery - Bronze,U,69,50,18176,,,,,,,,,,,,StudyProc3
IS_JOL A,65,1,3,BlockProc1,Baby - Child,S,59,100,19710,,,,,,,,,,,,StudyProc3
IS_JOL A,65,1,3,BlockProc1,Bathroom - Toilet,S,53,100,20526,,,,,,,,,,,,StudyProc3
IS_JOL A,65,1,3,BlockProc1,Valley - Add,U,77,0,14588,,,,,,,,,,,,StudyProc3
IS_JOL A,65,1,3,BlockProc1,Past - Future,S,56,100,9717,,,,,,,,,,,,StudyProc3
IS_JOL A,65,1,3,BlockProc1,Honey - Bee,S,58,60,22582,,,,,,,,,,,,StudyProc3
IS_JOL A,65,1,3,BlockProc1,Pusher - Clutter,U,61,60,9896,,,,,,,,,,,,StudyProc3
IS_JOL A,65,1,3,BlockProc1,Fix - Hand,U,70,70,13058,,,,,,,,,,,,StudyProc3
IS_JOL A,65,1,3,BlockProc1,Lift - Woman,U,64,70,12586,,,,,,,,,,,,StudyProc3
IS_JOL A,65,1,3,BlockProc1,Machine - Position,U,71,70,20229,,,,,,,,,,,,StudyProc3
IS_JOL A,65,1,3,BlockProc1,Shoe - Foot,S,55,60,16440,,,,,,,,,,,,StudyProc3
IS_JOL A,65,1,3,BlockProc1,Choice - Decision,S,57,80,22949,,,,,,,,,,,,StudyProc3
IS_JOL A,65,1,3,BlockProc1,Cash - Would,U,78,30,12984,,,,,,,,,,,,StudyProc3
IS_JOL A,65,1,3,BlockProc1,Pop - Soda,S,51,70,15939,,,,,,,,,,,,StudyProc3
IS_JOL A,65,1,3,BlockProc1,Wine - Cheese,S,52,80,10621,,,,,,,,,,,,StudyProc3
IS_JOL A,65,1,3,BlockProc1,Strong - Accident,U,75,80,9313,,,,,,,,,,,,StudyProc3
IS_JOL A,65,1,3,BlockProc1,King - Vase,U,80,70,13267,,,,,,,,,,,,StudyProc3
IS_JOL A,65,1,3,BlockProc1,Dietary - Sacking,U,62,80,17178,,,,,,,,,,,,StudyProc3
IS_JOL A,65,1,3,BlockProc1,Delinquent - Bad,F,1,,,,,,,,,,80,19385,,,StudyProc7
IS_JOL A,65,1,3,BlockProc1,Law - Attorney,B,29,,,,,,,,,,90,20126,,,StudyProc7
IS_JOL A,65,1,3,BlockProc1,Discussion - Talk,F,16,,,,,,,,,,90,14109,,,StudyProc7
IS_JOL A,65,1,3,BlockProc1,Height - Growth,B,25,,,,,,,,,,70,18890,,,StudyProc7
IS_JOL A,65,1,3,BlockProc1,Geology - Rock,F,14,,,,,,,,,,80,13995,,,StudyProc7
IS_JOL A,65,1,3,BlockProc1,Sentence - Word,B,26,,,,,,,,,,90,19709,,,StudyProc7
IS_JOL A,65,1,3,BlockProc1,Swan - Bird,F,9,,,,,,,,,,90,7597,,,StudyProc7
IS_JOL A,65,1,3,BlockProc1,Plane - Pilot,B,39,,,,,,,,,,90,13373,,,StudyProc7
IS_JOL A,65,1,3,BlockProc1,Paw - Dog,F,10,,,,,,,,,,70,18736,,,StudyProc7
IS_JOL A,65,1,3,BlockProc1,Hunger - Famine,B,35,,,,,,,,,,90,19183,,,StudyProc7
IS_JOL A,65,1,3,BlockProc1,Math - Division,B,28,,,,,,,,,,50,15324,,,StudyProc7
IS_JOL A,65,1,3,BlockProc1,Digestion - Stomach,F,2,,,,,,,,,,90,11888,,,StudyProc7
IS_JOL A,65,1,3,BlockProc1,Work - Chore,B,34,,,,,,,,,,90,9736,,,StudyProc7
IS_JOL A,65,1,3,BlockProc1,Hot - Chili,B,32,,,,,,,,,,90,22712,,,StudyProc7
IS_JOL A,65,1,3,BlockProc1,Drink - Sip,B,22,,,,,,,,,,70,20261,,,StudyProc7
IS_JOL A,65,1,3,BlockProc1,Hygiene - Clean,F,12,,,,,,,,,,90,22398,,,StudyProc7
IS_JOL A,65,1,3,BlockProc1,Revolution - War,F,15,,,,,,,,,,90,23479,,,StudyProc7
IS_JOL A,65,1,3,BlockProc1,Editor - News,F,5,,,,,,,,,,90,17141,,,StudyProc7
IS_JOL A,65,1,3,BlockProc1,Wage - Money,F,3,,,,,,,,,,90,12197,,,StudyProc7
IS_JOL A,65,1,3,BlockProc1,Chisel - Hammer,F,4,,,,,,,,,,90,16337,,,StudyProc7
IS_JOL A,65,1,3,BlockProc1,Hornet - Sting,F,6,,,,,,,,,,80,24538,,,StudyProc7
IS_JOL A,65,1,3,BlockProc1,Tuna - Fish,F,20,,,,,,,,,,90,21884,,,StudyProc7
IS_JOL A,65,1,3,BlockProc1,Key - Latch,B,31,,,,,,,,,,90,17124,,,StudyProc7
IS_JOL A,65,1,3,BlockProc1,Bitter - Cold,F,7,,,,,,,,,,90,19077,,,StudyProc7
IS_JOL A,65,1,3,BlockProc1,Credit - Card,F,18,,,,,,,,,,90,27158,,,StudyProc7
IS_JOL A,65,1,3,BlockProc1,Bug - Wasp,B,27,,,,,,,,,,90,12853,,,StudyProc7
IS_JOL A,65,1,3,BlockProc1,Smell - Stench,B,37,,,,,,,,,,90,20741,,,StudyProc7
IS_JOL A,65,1,3,BlockProc1,Root - Plant,F,8,,,,,,,,,,90,26035,,,StudyProc7
IS_JOL A,65,1,3,BlockProc1,Clothes - Attire,B,38,,,,,,,,,,90,17575,,,StudyProc7
IS_JOL A,65,1,3,BlockProc1,Bridge - Water,F,13,,,,,,,,,,90,16807,,,StudyProc7
IS_JOL A,65,1,3,BlockProc1,Orchid - Flower,F,19,,,,,,,,,,40,13645,,,StudyProc7
IS_JOL A,65,1,3,BlockProc1,Full - Enough,B,21,,,,,,,,,,90,18446,,,StudyProc7
IS_JOL A,65,1,3,BlockProc1,Ball - Racket,B,33,,,,,,,,,,90,18425,,,StudyProc7
IS_JOL A,65,1,3,BlockProc1,Fire - Blaze,B,40,,,,,,,,,,90,12902,,,StudyProc7
IS_JOL A,65,1,3,BlockProc1,Dark - Cave,B,23,,,,,,,,,,90,14140,,,StudyProc7
IS_JOL A,65,1,3,BlockProc1,Sleep - Drowsy,B,36,,,,,,,,,,90,11784,,,StudyProc7
IS_JOL A,65,1,3,BlockProc1,Great - Fantastic,B,30,,,,,,,,,,90,15316,,,StudyProc7
IS_JOL A,65,1,3,BlockProc1,Take - Seize,B,24,,,,,,,,,,40,24072,,,StudyProc7
IS_JOL A,65,1,3,BlockProc1,Herd - Cow,F,17,,,,,,,,,,90,5581,,,StudyProc7
IS_JOL A,65,1,3,BlockProc1,Way - Out,F,11,,,,,,,,,,90,12551,,,StudyProc7
IS_JOL A,65,1,3,BlockProc1,Grab - Take,,2,,,,,,,,,,,,,,StudyProc2
IS_JOL A,65,1,3,BlockProc1,Catcher - Baseball,,4,,,,,,,,,,,,,,StudyProc2
IS_JOL A,65,1,3,BlockProc1,Trees - Green,,5,,,,,,,,,,,,,,StudyProc2
IS_JOL A,65,1,3,BlockProc1,Geese - Goose,,1,,,,,,,,,,,,,,StudyProc2
IS_JOL A,65,1,3,BlockProc1,Friendliness - Nice,,3,,,,,,,,,,,,,,StudyProc2
IS_JOL A,65,1,3,BlockProc1,Hot - ?,,32,,,,,cold,8006,,,,,,,,recallproc1
IS_JOL A,65,1,3,BlockProc1,Cash - ?,,78,,,,,MONEY,6438,,,,,,,,recallproc1
IS_JOL A,65,1,3,BlockProc1,Sleep - ?,,36,,,,,DROWSY,3541,,,,,,,,recallproc1
IS_JOL A,65,1,3,BlockProc1,Credit - ?,,18,,,,,CARD,4099,,,,,,,,recallproc1
IS_JOL A,65,1,3,BlockProc1,Past - ?,,56,,,,,FUTURE,2714,,,,,,,,recallproc1
IS_JOL A,65,1,3,BlockProc1,Grill - ?,,47,,,,,MEAT,23706,,,,,,,,recallproc1
IS_JOL A,65,1,3,BlockProc1,Art - ?,,74,,,,,PICTURE,5646,,,,,,,,recallproc1
IS_JOL A,65,1,3,BlockProc1,Architecture - ?,,46,,,,,SITE,5014,,,,,,,,recallproc1
IS_JOL A,65,1,3,BlockProc1,Blow - ?,,50,,,,,WIND,2440,,,,,,,,recallproc1
IS_JOL A,65,1,3,BlockProc1,Circle - ?,,60,,,,,ROUND,2370,,,,,,,,recallproc1
IS_JOL A,65,1,3,BlockProc1,Paw - ?,,10,,,,,DOG,2416,,,,,,,,recallproc1
IS_JOL A,65,1,3,BlockProc1,Plane - ?,,39,,,,,PILOT,4788,,,,,,,,recallproc1
IS_JOL A,65,1,3,BlockProc1,Dark - ?,,23,,,,,LIGHT,2431,,,,,,,,recallproc1
IS_JOL A,65,1,3,BlockProc1,Hygiene - ?,,12,,,,,CLEAN,2451,,,,,,,,recallproc1
IS_JOL A,65,1,3,BlockProc1,Dietary - ?,,62,,,,,FULL,4918,,,,,,,,recallproc1
IS_JOL A,65,1,3,BlockProc1,Hunger - ?,,35,,,,,FAMINE,3980,,,,,,,,recallproc1
IS_JOL A,65,1,3,BlockProc1,Trial - ?,,45,,,,,JURY,2480,,,,,,,,recallproc1
IS_JOL A,65,1,3,BlockProc1,Hornet - ?,,6,,,,,WASP,6217,,,,,,,,recallproc1
IS_JOL A,65,1,3,BlockProc1,Digestion - ?,,2,,,,,STOMACH,6434,,,,,,,,recallproc1
IS_JOL A,65,1,3,BlockProc1,Revolution - ?,,15,,,,,WAR,2385,,,,,,,,recallproc1
IS_JOL A,65,1,3,BlockProc1,Artery - ?,,69,,,,,DIETARY,5791,,,,,,,,recallproc1
IS_JOL A,65,1,3,BlockProc1,Math - ?,,28,,,,,DIVISION,8056,,,,,,,,recallproc1
IS_JOL A,65,1,3,BlockProc1,Shoe - ?,,55,,,,,FOOT,2269,,,,,,,,recallproc1
IS_JOL A,65,1,3,BlockProc1,Bridge - ?,,13,,,,,WATER,4495,,,,,,,,recallproc1
IS_JOL A,65,1,3,BlockProc1,Happy - ?,,72,,,,,FANTASTIC,5870,,,,,,,,recallproc1
IS_JOL A,65,1,3,BlockProc1,Clothes - ?,,38,,,,,ATTIRE,11717,,,,,,,,recallproc1
IS_JOL A,65,1,3,BlockProc1,Bitter - ?,,7,,,,,SAD,4460,,,,,,,,recallproc1
IS_JOL A,65,1,3,BlockProc1,Baby - ?,,59,,,,,CHLD,5124,,,,,,,,recallproc1
IS_JOL A,65,1,3,BlockProc1,Pusher - ?,,61,,,,,DIETARY,21121,,,,,,,,recallproc1
IS_JOL A,65,1,3,BlockProc1,Chisel - ?,,4,,,,,HAMMER,4919,,,,,,,,recallproc1
IS_JOL A,65,1,3,BlockProc1,Height - ?,,25,,,,,GROWTH,3501,,,,,,,,recallproc1
IS_JOL A,65,1,3,BlockProc1,Swan - ?,,9,,,,,BIRD,4412,,,,,,,,recallproc1
IS_JOL A,65,1,3,BlockProc1,King - ?,,80,,,,,PAW,6135,,,,,,,,recallproc1
IS_JOL A,65,1,3,BlockProc1,Work - ?,,34,,,,,CHORE,6235,,,,,,,,recallproc1
IS_JOL A,65,1,3,BlockProc1,Herd - ?,,17,,,,,COW,1986,,,,,,,,recallproc1
IS_JOL A,65,1,3,BlockProc1,Great - ?,,30,,,,,FANTASTIC,6856,,,,,,,,recallproc1
IS_JOL A,65,1,3,BlockProc1,Delinquent - ?,,1,,,,,BAD,10174,,,,,,,,recallproc1
IS_JOL A,65,1,3,BlockProc1,Soon - ?,,65,,,,,DUE,9869,,,,,,,,recallproc1
IS_JOL A,65,1,3,BlockProc1,Due - ?,,41,,,,,ASSIGNMENT,4239,,,,,,,,recallproc1
IS_JOL A,65,1,3,BlockProc1,Park - ?,,63,,,,,BALL,7344,,,,,,,,recallproc1
IS_JOL A,65,1,3,BlockProc1,Tuna - ?,,20,,,,,FISH,10202,,,,,,,,recallproc1
IS_JOL A,65,1,3,BlockProc1,Sugar - ?,,76,,,,,SALT,8927,,,,,,,,recallproc1
IS_JOL A,65,1,3,BlockProc1,Orchid - ?,,19,,,,,FISH,3633,,,,,,,,recallproc1
IS_JOL A,65,1,3,BlockProc1,Root - ?,,8,,,,,SITE,5163,,,,,,,,recallproc1
IS_JOL A,65,1,3,BlockProc1,Key - ?,,31,,,,,LATCH,3190,,,,,,,,recallproc1
IS_JOL A,65,1,3,BlockProc1,Hide - ?,,79,,,,,OUT,6410,,,,,,,,recallproc1
IS_JOL A,65,1,3,BlockProc1,Death - ?,,67,,,,,LIFE,12372,,,,,,,,recallproc1
IS_JOL A,65,1,3,BlockProc1,Valley - ?,,77,,,,,CAVE,5295,,,,,,,,recallproc1
IS_JOL A,65,1,3,BlockProc1,Discover - ?,,66,,,,,FIND,8781,,,,,,,,recallproc1
IS_JOL A,65,1,3,BlockProc1,Kidney - ?,,48,,,,,LIVER,3132,,,,,,,,recallproc1
IS_JOL A,65,1,3,BlockProc1,Bug - ?,,27,,,,,WASP,3251,,,,,,,,recallproc1
IS_JOL A,65,1,3,BlockProc1,Geology - ?,,14,,,,,ROCK,2317,,,,,,,,recallproc1
IS_JOL A,65,1,3,BlockProc1,Sentence - ?,,26,,,,,WORD,2205,,,,,,,,recallproc1
IS_JOL A,65,1,3,BlockProc1,Lettuce - ?,,54,,,,,SALAD,3034,,,,,,,,recallproc1
IS_JOL A,65,1,3,BlockProc1,Wine - ?,,52,,,,,POP,12029,,,,,,,,recallproc1
IS_JOL A,65,1,3,BlockProc1,Drink - ?,,22,,,,,WINE,6207,,,,,,,,recallproc1
IS_JOL A,65,1,3,BlockProc1,Editor - ?,,5,,,,,ART,10384,,,,,,,,recallproc1
IS_JOL A,65,1,3,BlockProc1,Begin - ?,,49,,,,,END,4245,,,,,,,,recallproc1
IS_JOL A,65,1,3,BlockProc1,Debate - ?,,68,,,,,DISCUSSION,9583,,,,,,,,recallproc1
IS_JOL A,65,1,3,BlockProc1,Wage - ?,,3,,,,,WORK,6141,,,,,,,,recallproc1
IS_JOL A,65,1,3,BlockProc1,Bathroom - ?,,53,,,,,TOILET,3760,,,,,,,,recallproc1
IS_JOL A,65,1,3,BlockProc1,Location - ?,,43,,,,,SITE,2125,,,,,,,,recallproc1
IS_JOL A,65,1,3,BlockProc1,Strong - ?,,75,,,,,WEAK,22717,,,,,,,,recallproc1
IS_JOL A,65,1,3,BlockProc1,Way - ?,,11,,,,,ONE,6681,,,,,,,,recallproc1
IS_JOL A,65,1,3,BlockProc1,Smell - ?,,37,,,,,STENCH,9055,,,,,,,,recallproc1
IS_JOL A,65,1,3,BlockProc1,Take - ?,,24,,,,,GRAB,3355,,,,,,,,recallproc1
IS_JOL A,65,1,3,BlockProc1,Law - ?,,29,,,,,ATTORNEY,6136,,,,,,,,recallproc1
IS_JOL A,65,1,3,BlockProc1,Choice - ?,,57,,,,,DECISION,4172,,,,,,,,recallproc1
IS_JOL A,65,1,3,BlockProc1,Fire - ?,,40,,,,,COLD,2960,,,,,,,,recallproc1
IS_JOL A,65,1,3,BlockProc1,Honey - ?,,58,,,,,BEE,1622,,,,,,,,recallproc1
IS_JOL A,65,1,3,BlockProc1,Pop - ?,,51,,,,,SODA,3058,,,,,,,,recallproc1
IS_JOL A,65,1,3,BlockProc1,Ball - ?,,33,,,,,SOCCER,3996,,,,,,,,recallproc1
IS_JOL A,65,1,3,BlockProc1,Fix - ?,,70,,,,,MAKE,5127,,,,,,,,recallproc1
IS_JOL A,65,1,3,BlockProc1,Discussion - ?,,16,,,,,DEBATE,6436,,,,,,,,recallproc1
IS_JOL A,65,1,3,BlockProc1,Number - ?,,42,,,,,MATH,24163,,,,,,,,recallproc1
IS_JOL A,65,1,3,BlockProc1,Allow - ?,,73,,,,,MAKE,4716,,,,,,,,recallproc1
IS_JOL A,65,1,3,BlockProc1,Lift - ?,,64,,,,,DROP,4506,,,,,,,,recallproc1
IS_JOL A,65,1,3,BlockProc1,Machine - ?,,71,,,,,GRILL,3032,,,,,,,,recallproc1
IS_JOL A,65,1,3,BlockProc1,Full - ?,,21,,,,,ENOUGH,6963,,,,,,,,recallproc1
IS_JOL A,65,1,3,BlockProc1,Dump - ?,,44,,,,,WASTE,2381,,,,,,,,recallproc1
IS_JOL A,65,2,3,BlockProc2,Sheriff - Police,,1,,,,,,,,,,,,,,StudyProc4
IS_JOL A,65,2,3,BlockProc2,Hide - Scare,,2,,,,,,,,,,,,,,StudyProc4
IS_JOL A,65,2,3,BlockProc2,Malt - Chocolate,,5,,,,,,,,,,,,,,StudyProc4
IS_JOL A,65,2,3,BlockProc2,Disintegrate - Disappear,,3,,,,,,,,,,,,,,StudyProc4
IS_JOL A,65,2,3,BlockProc2,Essay - Write,,4,,,,,,,,,,,,,,StudyProc4
IS_JOL A,65,2,3,BlockProc2,Vehicle - Charm,U,65,,,,,,,,,,,,78,16611,StudyProc8
IS_JOL A,65,2,3,BlockProc2,Sun - Tan,S,60,,,,,,,,,,,,90,14961,StudyProc8
IS_JOL A,65,2,3,BlockProc2,Mason - Jar,S,43,,,,,,,,,,,,30,11444,StudyProc8
IS_JOL A,65,2,3,BlockProc2,Candle - Wax,S,44,,,,,,,,,,,,90,13174,StudyProc8
IS_JOL A,65,2,3,BlockProc2,Name - Hate,U,72,,,,,,,,,,,,90,10690,StudyProc8
IS_JOL A,65,2,3,BlockProc2,Rod - Reel,S,55,,,,,,,,,,,,90,12195,StudyProc8
IS_JOL A,65,2,3,BlockProc2,Loud - Noise,S,57,,,,,,,,,,,,90,9767,StudyProc8
IS_JOL A,65,2,3,BlockProc2,Temperature - Morning,U,78,,,,,,,,,,,,70,9654,StudyProc8
IS_JOL A,65,2,3,BlockProc2,Own - Have,S,58,,,,,,,,,,,,50,10130,StudyProc8
IS_JOL A,65,2,3,BlockProc2,Both - Ounce,U,77,,,,,,,,,,,,70,13065,StudyProc8
IS_JOL A,65,2,3,BlockProc2,Lease - Toil,U,75,,,,,,,,,,,,30,14857,StudyProc8
IS_JOL A,65,2,3,BlockProc2,Alone - Lonely,S,50,,,,,,,,,,,,90,17623,StudyProc8
IS_JOL A,65,2,3,BlockProc2,Earth - Ground,S,49,,,,,,,,,,,,50,6508,StudyProc8
IS_JOL A,65,2,3,BlockProc2,Justice - Maroon,U,61,,,,,,,,,,,,40,11209,StudyProc8
IS_JOL A,65,2,3,BlockProc2,Safety - Seatbelt,S,52,,,,,,,,,,,,90,10445,StudyProc8
IS_JOL A,65,2,3,BlockProc2,Crackle - Able,U,67,,,,,,,,,,,,90,12392,StudyProc8
IS_JOL A,65,2,3,BlockProc2,Moat - Clear,U,74,,,,,,,,,,,,80,18948,StudyProc8
IS_JOL A,65,2,3,BlockProc2,Fuzzy - Bang,U,73,,,,,,,,,,,,40,12514,StudyProc8
IS_JOL A,65,2,3,BlockProc2,Cake - Clothes,U,71,,,,,,,,,,,,30,9776,StudyProc8
IS_JOL A,65,2,3,BlockProc2,Listen - Fiction,U,69,,,,,,,,,,,,30,6839,StudyProc8
IS_JOL A,65,2,3,BlockProc2,Wrist - Bracelet,S,45,,,,,,,,,,,,80,11206,StudyProc8
IS_JOL A,65,2,3,BlockProc2,Loan - Sign,U,76,,,,,,,,,,,,50,6666,StudyProc8
IS_JOL A,65,2,3,BlockProc2,Flea - Tick,S,56,,,,,,,,,,,,50,21320,StudyProc8
IS_JOL A,65,2,3,BlockProc2,Tantrum - Temper,S,59,,,,,,,,,,,,60,14510,StudyProc8
IS_JOL A,65,2,3,BlockProc2,Truth - Lie,S,53,,,,,,,,,,,,100,9259,StudyProc8
IS_JOL A,65,2,3,BlockProc2,Give - Steak,U,63,,,,,,,,,,,,40,13143,StudyProc8
IS_JOL A,65,2,3,BlockProc2,Stretch - Cloth,U,62,,,,,,,,,,,,90,10124,StudyProc8
IS_JOL A,65,2,3,BlockProc2,Maze - Election,U,64,,,,,,,,,,,,80,7925,StudyProc8
IS_JOL A,65,2,3,BlockProc2,Mirror - Children,U,79,,,,,,,,,,,,90,8775,StudyProc8
IS_JOL A,65,2,3,BlockProc2,Keys - Joke,U,70,,,,,,,,,,,,80,7191,StudyProc8
IS_JOL A,65,2,3,BlockProc2,Meat - Obtain,U,66,,,,,,,,,,,,70,8351,StudyProc8
IS_JOL A,65,2,3,BlockProc2,Main - Scar,U,80,,,,,,,,,,,,50,11448,StudyProc8
IS_JOL A,65,2,3,BlockProc2,Razor - Shave,S,41,,,,,,,,,,,,80,12042,StudyProc8
IS_JOL A,65,2,3,BlockProc2,Dry - Wet,S,51,,,,,,,,,,,,0,24532,StudyProc8
IS_JOL A,65,2,3,BlockProc2,Phone - Communicatio,S,54,,,,,,,,,,,,40,16142,StudyProc8
IS_JOL A,65,2,3,BlockProc2,Shell - Shake,U,68,,,,,,,,,,,,70,10440,StudyProc8
IS_JOL A,65,2,3,BlockProc2,Water - Drink,S,48,,,,,,,,,,,,80,7756,StudyProc8
IS_JOL A,65,2,3,BlockProc2,Gone - Away,S,47,,,,,,,,,,,,70,10933,StudyProc8
IS_JOL A,65,2,3,BlockProc2,Element - Carbon,S,46,,,,,,,,,,,,50,24332,StudyProc8
IS_JOL A,65,2,3,BlockProc2,Rights - Equal,S,42,,,,,,,,,,,,90,16479,StudyProc8
IS_JOL A,65,2,3,BlockProc2,Shoelace - Tie,F,4,,,99,12259,,,,,,,,,,StudyProc5
IS_JOL A,65,2,3,BlockProc2,Dead - Coffin,B,33,,,70,12244,,,,,,,,,,StudyProc5
IS_JOL A,65,2,3,BlockProc2,Even - Revenge,B,27,,,50,25773,,,,,,,,,,StudyProc5
IS_JOL A,65,2,3,BlockProc2,Best - Favorite,B,30,,,90,15237,,,,,,,,,,StudyProc5
IS_JOL A,65,2,3,BlockProc2,Cactus - Plant,F,3,,,50,12672,,,,,,,,,,StudyProc5
IS_JOL A,65,2,3,BlockProc2,Feud - Fight,F,18,,,90,10580,,,,,,,,,,StudyProc5
IS_JOL A,65,2,3,BlockProc2,Driver - Car,F,11,,,60,6313,,,,,,,,,,StudyProc5
IS_JOL A,65,2,3,BlockProc2,Car - Windshield,B,22,,,60,6477,,,,,,,,,,StudyProc5
IS_JOL A,65,2,3,BlockProc2,Bird - Penguin,B,24,,,80,8683,,,,,,,,,,StudyProc5
IS_JOL A,65,2,3,BlockProc2,Glass - Breakable,B,32,,,60,19358,,,,,,,,,,StudyProc5
IS_JOL A,65,2,3,BlockProc2,Dine - Eat,F,16,,,90,10884,,,,,,,,,,StudyProc5
IS_JOL A,65,2,3,BlockProc2,Chill - Cold,F,19,,,60,10829,,,,,,,,,,StudyProc5
IS_JOL A,65,2,3,BlockProc2,Baseball - League,B,36,,,90,19280,,,,,,,,,,StudyProc5
IS_JOL A,65,2,3,BlockProc2,Furry - Dog,F,7,,,60,12434,,,,,,,,,,StudyProc5
IS_JOL A,65,2,3,BlockProc2,Extension - Long,F,1,,,70,10851,,,,,,,,,,StudyProc5
IS_JOL A,65,2,3,BlockProc2,Turn - Flip,B,21,,,60,14230,,,,,,,,,,StudyProc5
IS_JOL A,65,2,3,BlockProc2,Detective - Mystery,F,5,,,90,9390,,,,,,,,,,StudyProc5
IS_JOL A,65,2,3,BlockProc2,Clue - Game,F,2,,,60,7029,,,,,,,,,,StudyProc5
IS_JOL A,65,2,3,BlockProc2,Shears - Scissors,F,17,,,60,10021,,,,,,,,,,StudyProc5
IS_JOL A,65,2,3,BlockProc2,Litter - Trash,F,8,,,80,12880,,,,,,,,,,StudyProc5
IS_JOL A,65,2,3,BlockProc2,Plane - Aircraft,B,34,,,80,15871,,,,,,,,,,StudyProc5
