ExperimentName,Subject,Block,list,Procedure[Block],cue_target,Direction,ListNum,pword3.RESP,pword3.RT,pword5.RESP,pword5.RT,Rword1.RESP,Rword1.RT,Rword2.RESP,pword8.RESP,pword8.RT,pword9.RESP,pword9.RT,Procedure[Trial]
RL_JOL D,100,1,3,BlockProc1,Nap - Sleep,F,39,89,6997,,,,,,,,,,StudyProc3
RL_JOL D,100,1,3,BlockProc1,Penguin - Bird,F,24,87,4845,,,,,,,,,,StudyProc3
RL_JOL D,100,1,3,BlockProc1,Coffin - Dead,F,33,89,7534,,,,,,,,,,StudyProc3
RL_JOL D,100,1,3,BlockProc1,Villain - Bad,F,23,76,12760,,,,,,,,,,StudyProc3
RL_JOL D,100,1,3,BlockProc1,Windshield - Car,F,22,54,9349,,,,,,,,,,StudyProc3
RL_JOL D,100,1,3,BlockProc1,Fight - Feud,B,18,44,4613,,,,,,,,,,StudyProc3
RL_JOL D,100,1,3,BlockProc1,Strawberry - Fruit,F,29,65,7063,,,,,,,,,,StudyProc3
RL_JOL D,100,1,3,BlockProc1,Banker - Money,F,37,56,9612,,,,,,,,,,StudyProc3
RL_JOL D,100,1,3,BlockProc1,Balloon - Pop,F,28,45,8153,,,,,,,,,,StudyProc3
RL_JOL D,100,1,3,BlockProc1,Revenge - Even,F,27,36,14187,,,,,,,,,,StudyProc3
RL_JOL D,100,1,3,BlockProc1,Donkey - Mule,B,13,66,4420,,,,,,,,,,StudyProc3
RL_JOL D,100,1,3,BlockProc1,Car - Driver,B,11,76,8143,,,,,,,,,,StudyProc3
RL_JOL D,100,1,3,BlockProc1,Actress - Star,F,25,56,5216,,,,,,,,,,StudyProc3
RL_JOL D,100,1,3,BlockProc1,Trash - Litter,B,8,89,7993,,,,,,,,,,StudyProc3
RL_JOL D,100,1,3,BlockProc1,Head - Scalp,B,10,56,6505,,,,,,,,,,StudyProc3
RL_JOL D,100,1,3,BlockProc1,End - Adjourn,B,6,12,6669,,,,,,,,,,StudyProc3
RL_JOL D,100,1,3,BlockProc1,Aircraft - Plane,F,34,67,3979,,,,,,,,,,StudyProc3
RL_JOL D,100,1,3,BlockProc1,Game - Clue,B,2,45,4327,,,,,,,,,,StudyProc3
RL_JOL D,100,1,3,BlockProc1,Love - Affection,B,20,89,5861,,,,,,,,,,StudyProc3
RL_JOL D,100,1,3,BlockProc1,Tie - Shoelace,B,4,67,5292,,,,,,,,,,StudyProc3
RL_JOL D,100,1,3,BlockProc1,Cut - Chop,B,12,78,4834,,,,,,,,,,StudyProc3
RL_JOL D,100,1,3,BlockProc1,Panther - Cat,F,31,56,6275,,,,,,,,,,StudyProc3
RL_JOL D,100,1,3,BlockProc1,Truthful - Honest,F,38,68,10401,,,,,,,,,,StudyProc3
RL_JOL D,100,1,3,BlockProc1,Smell - Incense,B,15,67,3158,,,,,,,,,,StudyProc3
RL_JOL D,100,1,3,BlockProc1,Paper - Document,B,14,59,6155,,,,,,,,,,StudyProc3
RL_JOL D,100,1,3,BlockProc1,Cold - Chill,B,19,87,6262,,,,,,,,,,StudyProc3
RL_JOL D,100,1,3,BlockProc1,Scissors - Shears,B,17,19,6653,,,,,,,,,,StudyProc3
RL_JOL D,100,1,3,BlockProc1,Flip - Turn,F,21,24,6683,,,,,,,,,,StudyProc3
RL_JOL D,100,1,3,BlockProc1,Dog - Furry,B,7,34,8025,,,,,,,,,,StudyProc3
RL_JOL D,100,1,3,BlockProc1,Breakable - Glass,F,32,34,6815,,,,,,,,,,StudyProc3
RL_JOL D,100,1,3,BlockProc1,Noise - Loud,S,57,,,,,,,,56,10200,,,StudyProc7
RL_JOL D,100,1,3,BlockProc1,Charm - Vehicle,U,65,,,,,,,,23,19301,,,StudyProc7
RL_JOL D,100,1,3,BlockProc1,Jar - Mason,S,43,,,,,,,,24,5710,,,StudyProc7
RL_JOL D,100,1,3,BlockProc1,Shake - Shell,U,68,,,,,,,,314,7323,,,StudyProc7
RL_JOL D,100,1,3,BlockProc1,Equal - Rights,S,42,,,,,,,,56,4326,,,StudyProc7
RL_JOL D,100,1,3,BlockProc1,Wet - Dry,S,51,,,,,,,,78,6636,,,StudyProc7
RL_JOL D,100,1,3,BlockProc1,Wax - Candle,S,44,,,,,,,,78,7587,,,StudyProc7
RL_JOL D,100,1,3,BlockProc1,Lie - Truth,S,53,,,,,,,,78,4852,,,StudyProc7
RL_JOL D,100,1,3,BlockProc1,Bang - Fuzzy,U,73,,,,,,,,24,7948,,,StudyProc7
RL_JOL D,100,1,3,BlockProc1,Toil - Lease,U,75,,,,,,,,12,4070,,,StudyProc7
RL_JOL D,100,1,3,BlockProc1,Able - Crackle,U,67,,,,,,,,12,8278,,,StudyProc7
RL_JOL D,100,1,3,BlockProc1,Steak - Give,U,63,,,,,,,,8,12674,,,StudyProc7
RL_JOL D,100,1,3,BlockProc1,Obtain - Meat,U,66,,,,,,,,10,10338,,,StudyProc7
RL_JOL D,100,1,3,BlockProc1,Ground - Earth,S,49,,,,,,,,78,5353,,,StudyProc7
RL_JOL D,100,1,3,BlockProc1,Carbon - Element,S,46,,,,,,,,78,4005,,,StudyProc7
RL_JOL D,100,1,3,BlockProc1,Fiction - Listen,U,69,,,,,,,,67,6048,,,StudyProc7
RL_JOL D,100,1,3,BlockProc1,Temper - Tantrum,S,59,,,,,,,,78,3775,,,StudyProc7
RL_JOL D,100,1,3,BlockProc1,Lonely - Alone,S,50,,,,,,,,79,4493,,,StudyProc7
RL_JOL D,100,1,3,BlockProc1,Election - Maze,U,64,,,,,,,,18,5002,,,StudyProc7
RL_JOL D,100,1,3,BlockProc1,Drink - Water,S,48,,,,,,,,90,4141,,,StudyProc7
RL_JOL D,100,1,3,BlockProc1,Morning - Temperature,U,78,,,,,,,,67,10882,,,StudyProc7
RL_JOL D,100,1,3,BlockProc1,Tick - Flea,S,56,,,,,,,,45,3507,,,StudyProc7
RL_JOL D,100,1,3,BlockProc1,Cloth - Stretch,U,62,,,,,,,,56,7418,,,StudyProc7
RL_JOL D,100,1,3,BlockProc1,Bracelet - Wrist,S,45,,,,,,,,67,6177,,,StudyProc7
RL_JOL D,100,1,3,BlockProc1,Shave - Razor,S,41,,,,,,,,56,9379,,,StudyProc7
RL_JOL D,100,1,3,BlockProc1,Maroon - Justice,U,61,,,,,,,,34,6850,,,StudyProc7
RL_JOL D,100,1,3,BlockProc1,Scar - Main,U,80,,,,,,,,23,8648,,,StudyProc7
RL_JOL D,100,1,3,BlockProc1,Hate - Name,U,72,,,,,,,,8,25541,,,StudyProc7
RL_JOL D,100,1,3,BlockProc1,Seatbelt - Safety,S,52,,,,,,,,45,4134,,,StudyProc7
RL_JOL D,100,1,3,BlockProc1,Communication - Phone,S,54,,,,,,,,89,6652,,,StudyProc7
RL_JOL D,100,1,3,BlockProc1,Sign - Loan,U,76,,,,,,,,34,10971,,,StudyProc7
RL_JOL D,100,1,3,BlockProc1,Tan - Sun,S,60,,,,,,,,90,3144,,,StudyProc7
RL_JOL D,100,1,3,BlockProc1,Ounce - Both,U,77,,,,,,,,13,4407,,,StudyProc7
RL_JOL D,100,1,3,BlockProc1,Have - Own,S,58,,,,,,,,45,3489,,,StudyProc7
RL_JOL D,100,1,3,BlockProc1,Away - Gone,S,47,,,,,,,,67,2865,,,StudyProc7
RL_JOL D,100,1,3,BlockProc1,Clear - Moat,U,74,,,,,,,,23,5274,,,StudyProc7
RL_JOL D,100,1,3,BlockProc1,Clothes - Cake,U,71,,,,,,,,23,8553,,,StudyProc7
RL_JOL D,100,1,3,BlockProc1,Reel - Rod,S,55,,,,,,,,11,6186,,,StudyProc7
RL_JOL D,100,1,3,BlockProc1,Joke - Keys,U,70,,,,,,,,11,11732,,,StudyProc7
RL_JOL D,100,1,3,BlockProc1,Children - Mirror,U,79,,,,,,,,12,7850,,,StudyProc7
RL_JOL D,100,1,3,BlockProc1,Trees - Green,,5,,,,,,,,,,,,StudyProc2
RL_JOL D,100,1,3,BlockProc1,Friendliness - Nice,,3,,,,,,,,,,,,StudyProc2
RL_JOL D,100,1,3,BlockProc1,Catcher - Baseball,,4,,,,,,,,,,,,StudyProc2
RL_JOL D,100,1,3,BlockProc1,Geese - Goose,,1,,,,,,,,,,,,StudyProc2
RL_JOL D,100,1,3,BlockProc1,Grab - Take,,2,,,,,,,,,,,,StudyProc2
RL_JOL D,100,1,3,BlockProc1,Communication - ?,,54,,,,,speak,15086,,,,,,recallproc1
RL_JOL D,100,1,3,BlockProc1,Clothes - ?,,71,,,,,cake,3570,,,,,,recallproc1
RL_JOL D,100,1,3,BlockProc1,Hate - ?,,72,,,,,love,7416,,,,,,recallproc1
RL_JOL D,100,1,3,BlockProc1,Noise - ?,,57,,,,,loud,7807,,,,,,recallproc1
RL_JOL D,100,1,3,BlockProc1,Joke - ?,,70,,,,,keys,5087,,,,,,recallproc1
RL_JOL D,100,1,3,BlockProc1,Shake - ?,,68,,,,,fuzzy,13301,,,,,,recallproc1
RL_JOL D,100,1,3,BlockProc1,Lie - ?,,53,,,,,truth,2435,,,,,,recallproc1
RL_JOL D,100,1,3,BlockProc1,Nap - ?,,39,,,,,sleep,1791,,,,,,recallproc1
RL_JOL D,100,1,3,BlockProc1,Cut - ?,,12,,,,,hair,1661,,,,,,recallproc1
RL_JOL D,100,1,3,BlockProc1,Aircraft - ?,,34,,,,,pilot,2199,,,,,,recallproc1
RL_JOL D,100,1,3,BlockProc1,Long - ?,,1,,,,,extension,2869,,,,,,recallproc1
RL_JOL D,100,1,3,BlockProc1,Donkey - ?,,13,,,,,mule,1671,,,,,,recallproc1
RL_JOL D,100,1,3,BlockProc1,Thimble - ?,,26,,,,,stubble,14057,,,,,,recallproc1
RL_JOL D,100,1,3,BlockProc1,Fiction - ?,,69,,,,,novel,5968,,,,,,recallproc1
RL_JOL D,100,1,3,BlockProc1,Carbon - ?,,46,,,,,oxygen,14842,,,,,,recallproc1
RL_JOL D,100,1,3,BlockProc1,Trash - ?,,8,,,,,rubbish,8330,,,,,,recallproc1
RL_JOL D,100,1,3,BlockProc1,Balloon - ?,,28,,,,,pop,2043,,,,,,recallproc1
RL_JOL D,100,1,3,BlockProc1,Sign - ?,,76,,,,,voice,3630,,,,,,recallproc1
RL_JOL D,100,1,3,BlockProc1,Clear - ?,,74,,,,,glass,11752,,,,,,recallproc1
RL_JOL D,100,1,3,BlockProc1,Truthful - ?,,38,,,,,repsect,10342,,,,,,recallproc1
RL_JOL D,100,1,3,BlockProc1,Eat - ?,,16,,,,,mouth,13126,,,,,,recallproc1
RL_JOL D,100,1,3,BlockProc1,Able - ?,,67,,,,,can,6731,,,,,,recallproc1
RL_JOL D,100,1,3,BlockProc1,Plant - ?,,3,,,,,trees,2838,,,,,,recallproc1
RL_JOL D,100,1,3,BlockProc1,Head - ?,,10,,,,,scalp,2337,,,,,,recallproc1
RL_JOL D,100,1,3,BlockProc1,Toil - ?,,75,,,,,rope,23032,,,,,,recallproc1
RL_JOL D,100,1,3,BlockProc1,Maroon - ?,,61,,,,,able,11703,,,,,,recallproc1
RL_JOL D,100,1,3,BlockProc1,Mystery - ?,,5,,,,,crime,2255,,,,,,recallproc1
RL_JOL D,100,1,3,BlockProc1,Revenge - ?,,27,,,,,justice,10449,,,,,,recallproc1
RL_JOL D,100,1,3,BlockProc1,Temper - ?,,59,,,,,anger,1692,,,,,,recallproc1
RL_JOL D,100,1,3,BlockProc1,Away - ?,,47,,,,,distant,3806,,,,,,recallproc1
RL_JOL D,100,1,3,BlockProc1,Breakable - ?,,32,,,,,glass,2409,,,,,,recallproc1
RL_JOL D,100,1,3,BlockProc1,Wet - ?,,51,,,,,dry,1565,,,,,,recallproc1
RL_JOL D,100,1,3,BlockProc1,Windshield - ?,,22,,,,,car,1860,,,,,,recallproc1
RL_JOL D,100,1,3,BlockProc1,Villain - ?,,23,,,,,bad,7463,,,,,,recallproc1
RL_JOL D,100,1,3,BlockProc1,Morning - ?,,78,,,,,weather,3164,,,,,,recallproc1
RL_JOL D,100,1,3,BlockProc1,Panther - ?,,31,,,,,cat,4298,,,,,,recallproc1
RL_JOL D,100,1,3,BlockProc1,Obtain - ?,,66,,,,,hold,4713,,,,,,recallproc1
RL_JOL D,100,1,3,BlockProc1,Favorite - ?,,30,,,,,best,4599,,,,,,recallproc1
RL_JOL D,100,1,3,BlockProc1,Fight - ?,,18,,,,,hit,8713,,,,,,recallproc1
RL_JOL D,100,1,3,BlockProc1,League - ?,,36,,,,,baseball,2603,,,,,,recallproc1
RL_JOL D,100,1,3,BlockProc1,Wax - ?,,44,,,,,face,9767,,,,,,recallproc1
RL_JOL D,100,1,3,BlockProc1,Smell - ?,,15,,,,,fragrance,6494,,,,,,recallproc1
RL_JOL D,100,1,3,BlockProc1,Charm - ?,,65,,,,,vehicle,4611,,,,,,recallproc1
RL_JOL D,100,1,3,BlockProc1,Have - ?,,58,,,,,need,2870,,,,,,recallproc1
RL_JOL D,100,1,3,BlockProc1,Red - ?,,9,,,,,cheery,2079,,,,,,recallproc1
RL_JOL D,100,1,3,BlockProc1,Tick - ?,,56,,,,,flee,3225,,,,,,recallproc1
RL_JOL D,100,1,3,BlockProc1,Banker - ?,,37,,,,,money,7195,,,,,,recallproc1
RL_JOL D,100,1,3,BlockProc1,Scissors - ?,,17,,,,,cut,2204,,,,,,recallproc1
RL_JOL D,100,1,3,BlockProc1,Coffin - ?,,33,,,,,dead,3024,,,,,,recallproc1
RL_JOL D,100,1,3,BlockProc1,Scar - ?,,80,,,,,cut,6499,,,,,,recallproc1
RL_JOL D,100,1,3,BlockProc1,Election - ?,,64,,,,,president,3280,,,,,,recallproc1
RL_JOL D,100,1,3,BlockProc1,Cold - ?,,19,,,,,wet,8504,,,,,,recallproc1
RL_JOL D,100,1,3,BlockProc1,Shave - ?,,41,,,,,razor,5131,,,,,,recallproc1
RL_JOL D,100,1,3,BlockProc1,End - ?,,6,,,,,stop,7160,,,,,,recallproc1
RL_JOL D,100,1,3,BlockProc1,Sardine - ?,,35,,,,,fish,2546,,,,,,recallproc1
RL_JOL D,100,1,3,BlockProc1,Game - ?,,2,,,,,money,4704,,,,,,recallproc1
RL_JOL D,100,1,3,BlockProc1,Love - ?,,20,,,,,affection,4063,,,,,,recallproc1
RL_JOL D,100,1,3,BlockProc1,Tie - ?,,4,,,,,knot,6728,,,,,,recallproc1
RL_JOL D,100,1,3,BlockProc1,Steak - ?,,63,,,,,able,5035,,,,,,recallproc1
RL_JOL D,100,1,3,BlockProc1,Dog - ?,,7,,,,,cat,2108,,,,,,recallproc1
RL_JOL D,100,1,3,BlockProc1,Car - ?,,11,,,,,vehicle,5020,,,,,,recallproc1
RL_JOL D,100,1,3,BlockProc1,Bang - ?,,73,,,,,pop,2270,,,,,,recallproc1
RL_JOL D,100,1,3,BlockProc1,Brawl - ?,,40,,,,,fight,4176,,,,,,recallproc1
RL_JOL D,100,1,3,BlockProc1,Flip - ?,,21,,,,,spin,10044,,,,,,recallproc1
RL_JOL D,100,1,3,BlockProc1,Cloth - ?,,62,,,,,curtain,3959,,,,,,recallproc1
RL_JOL D,100,1,3,BlockProc1,Children - ?,,79,,,,,fun,6676,,,,,,recallproc1
RL_JOL D,100,1,3,BlockProc1,Lonely - ?,,50,,,,,isolation,9241,,,,,,recallproc1
RL_JOL D,100,1,3,BlockProc1,Strawberry - ?,,29,,,,,fruit,6022,,,,,,recallproc1
RL_JOL D,100,1,3,BlockProc1,Jar - ?,,43,,,,,container,8943,,,,,,recallproc1
RL_JOL D,100,1,3,BlockProc1,Actress - ?,,25,,,,,stage,7615,,,,,,recallproc1
RL_JOL D,100,1,3,BlockProc1,Ounce - ?,,77,,,,,length,15950,,,,,,recallproc1
RL_JOL D,100,1,3,BlockProc1,Penguin - ?,,24,,,,,cold,5912,,,,,,recallproc1
RL_JOL D,100,1,3,BlockProc1,Bracelet - ?,,45,,,,,hand,9492,,,,,,recallproc1
RL_JOL D,100,1,3,BlockProc1,Ground - ?,,49,,,,,earth,2583,,,,,,recallproc1
RL_JOL D,100,1,3,BlockProc1,Equal - ?,,42,,,,,even,3860,,,,,,recallproc1
RL_JOL D,100,1,3,BlockProc1,Reel - ?,,55,,,,,steel,3117,,,,,,recallproc1
RL_JOL D,100,1,3,BlockProc1,Paper - ?,,14,,,,,book,4277,,,,,,recallproc1
RL_JOL D,100,1,3,BlockProc1,Tan - ?,,60,,,,,sun,5164,,,,,,recallproc1
RL_JOL D,100,1,3,BlockProc1,Drink - ?,,48,,,,,food,5648,,,,,,recallproc1
RL_JOL D,100,1,3,BlockProc1,Seatbelt - ?,,52,,,,,car,1672,,,,,,recallproc1
RL_JOL D,100,2,3,BlockProc2,Sheriff - Police,,1,,,,,,,,,,,,StudyProc4
RL_JOL D,100,2,3,BlockProc2,Essay - Write,,4,,,,,,,,,,,,StudyProc4
RL_JOL D,100,2,3,BlockProc2,Hide - Scare,,2,,,,,,,,,,,,StudyProc4
RL_JOL D,100,2,3,BlockProc2,Disintegrate - Disappear,,3,,,,,,,,,,,,StudyProc4
RL_JOL D,100,2,3,BlockProc2,Malt - Chocolate,,5,,,,,,,,,,,,StudyProc4
RL_JOL D,100,2,3,BlockProc2,Latch - Key,F,31,,,12,8021,,,,,,,,StudyProc5
RL_JOL D,100,2,3,BlockProc2,Clean - Hygiene,B,12,,,78,6780,,,,,,,,StudyProc5
RL_JOL D,100,2,3,BlockProc2,Talk - Discussion,B,16,,,56,6773,,,,,,,,StudyProc5
RL_JOL D,100,2,3,BlockProc2,Sting - Hornet,B,6,,,23,5071,,,,,,,,StudyProc5
RL_JOL D,100,2,3,BlockProc2,Sip - Drink,F,22,,,45,7782,,,,,,,,StudyProc5
RL_JOL D,100,2,3,BlockProc2,Bird - Swan,B,9,,,67,2671,,,,,,,,StudyProc5
RL_JOL D,100,2,3,BlockProc2,Enough - Full,F,21,,,56,8008,,,,,,,,StudyProc5
RL_JOL D,100,2,3,BlockProc2,Fish - Tuna,B,20,,,56,6679,,,,,,,,StudyProc5
RL_JOL D,100,2,3,BlockProc2,Famine - Hunger,F,35,,,78,3717,,,,,,,,StudyProc5
RL_JOL D,100,2,3,BlockProc2,Money - Wage,B,3,,,45,11068,,,,,,,,StudyProc5
RL_JOL D,100,2,3,BlockProc2,Growth - Height,F,25,,,78,12101,,,,,,,,StudyProc5
RL_JOL D,100,2,3,BlockProc2,Bad - Delinquent,B,1,,,12,6220,,,,,,,,StudyProc5
RL_JOL D,100,2,3,BlockProc2,Chore - Work,F,34,,,23,6733,,,,,,,,StudyProc5
RL_JOL D,100,2,3,BlockProc2,Dog - Paw,B,10,,,45,4992,,,,,,,,StudyProc5
RL_JOL D,100,2,3,BlockProc2,Drowsy - Sleep,F,36,,,56,3802,,,,,,,,StudyProc5
RL_JOL D,100,2,3,BlockProc2,Attire - Clothes,F,38,,,45,3878,,,,,,,,StudyProc5
RL_JOL D,100,2,3,BlockProc2,Water - Bridge,B,13,,,34,9158,,,,,,,,StudyProc5
RL_JOL D,100,2,3,BlockProc2,Plant - Root,B,8,,,45,2862,,,,,,,,StudyProc5
RL_JOL D,100,2,3,BlockProc2,Racket - Ball,F,33,,,55,4768,,,,,,,,StudyProc5
RL_JOL D,100,2,3,BlockProc2,Wasp - Bug,F,27,,,56,4188,,,,,,,,StudyProc5
RL_JOL D,100,2,3,BlockProc2,Word - Sentence,F,26,,,67,6168,,,,,,,,StudyProc5
RL_JOL D,100,2,3,BlockProc2,Chili - Hot,F,32,,,78,3666,,,,,,,,StudyProc5
RL_JOL D,100,2,3,BlockProc2,Attorney - Law,F,29,,,23,10683,,,,,,,,StudyProc5
RL_JOL D,100,2,3,BlockProc2,Seize - Take,F,24,,,34,2956,,,,,,,,StudyProc5
RL_JOL D,100,2,3,BlockProc2,Blaze - Fire,F,40,,,67,4498,,,,,,,,StudyProc5
RL_JOL D,100,2,3,BlockProc2,Rock - Geology,B,14,,,45,5241,,,,,,,,StudyProc5
RL_JOL D,100,2,3,BlockProc2,War - Revolution,B,15,,,56,7809,,,,,,,,StudyProc5
RL_JOL D,100,2,3,BlockProc2,Stench - Smell,F,37,,,67,4488,,,,,,,,StudyProc5
RL_JOL D,100,2,3,BlockProc2,Cow - Herd,B,17,,,45,3167,,,,,,,,StudyProc5
RL_JOL D,100,2,3,BlockProc2,Division - Math,F,28,,,56,3661,,,,,,,,StudyProc5
RL_JOL D,100,2,3,BlockProc2,Flower - Orchid,B,19,,,56,3462,,,,,,,,StudyProc5
RL_JOL D,100,2,3,BlockProc2,Cold - Bitter,B,7,,,67,2567,,,,,,,,StudyProc5
RL_JOL D,100,2,3,BlockProc2,Out - Way,B,11,,,45,8725,,,,,,,,StudyProc5
RL_JOL D,100,2,3,BlockProc2,Pilot - Plane,F,39,,,78,4783,,,,,,,,StudyProc5
RL_JOL D,100,2,3,BlockProc2,Stomach - Digestion,B,2,,,56,3970,,,,,,,,StudyProc5
RL_JOL D,100,2,3,BlockProc2,Card - Credit,B,18,,,56,3863,,,,,,,,StudyProc5
RL_JOL D,100,2,3,BlockProc2,Fantastic - Great,F,30,,,78,3624,,,,,,,,StudyProc5
RL_JOL D,100,2,3,BlockProc2,Cave - Dark,F,23,,,45,13642,,,,,,,,StudyProc5
RL_JOL D,100,2,3,BlockProc2,Hammer - Chisel,B,4,,,23,6603,,,,,,,,StudyProc5
RL_JOL D,100,2,3,BlockProc2,News - Editor,B,5,,,55,6067,,,,,,,,StudyProc5
RL_JOL D,100,2,3,BlockProc2,Child - Baby,S,59,,,,,,,,,,89,6842,StudyProc8
RL_JOL D,100,2,3,BlockProc2,Amount - Number,S,42,,,,,,,,,,45,11193,StudyProc8
RL_JOL D,100,2,3,BlockProc2,Round - Circle,S,60,,,,,,,,,,78,5222,StudyProc8
RL_JOL D,100,2,3,BlockProc2,Vase - King,U,80,,,,,,,,,,23,6407,StudyProc8
RL_JOL D,100,2,3,BlockProc2,Bronze - Artery,U,69,,,,,,,,,,23,4623,StudyProc8
RL_JOL D,100,2,3,BlockProc2,Belt - Soon,U,65,,,,,,,,,,23,7929,StudyProc8
RL_JOL D,100,2,3,BlockProc2,Would - Cash,U,78,,,,,,,,,,23,5995,StudyProc8
RL_JOL D,100,2,3,BlockProc2,Lion - Art,U,74,,,,,,,,,,34,6828,StudyProc8
RL_JOL D,100,2,3,BlockProc2,Sacking -Dietary,U,62,,,,,,,,,,34,12907,StudyProc8
RL_JOL D,100,2,3,BlockProc2,Future - Past,S,56,,,,,,,,,,78,6634,StudyProc8
RL_JOL D,100,2,3,BlockProc2,Waste - Dump,S,44,,,,,,,,,,67,2888,StudyProc8
RL_JOL D,100,2,3,BlockProc2,Riddle - Sugar,U,76,,,,,,,,,,23,12089,StudyProc8
RL_JOL D,100,2,3,BlockProc2,Business - Death,U,67,,,,,,,,,,23,8545,StudyProc8
RL_JOL D,100,2,3,BlockProc2,Car - Happy,U,72,,,,,,,,,,45,4889,StudyProc8
RL_JOL D,100,2,3,BlockProc2,Assignment - Due,S,41,,,,,,,,,,78,3568,StudyProc8
RL_JOL D,100,2,3,BlockProc2,Foot - Shoe,S,55,,,,,,,,,,89,5093,StudyProc8
RL_JOL D,100,2,3,BlockProc2,Accident - Strong,U,75,,,,,,,,,,45,8099,StudyProc8
RL_JOL D,100,2,3,BlockProc2,Floor - Discover,U,66,,,,,,,,,,23,9102,StudyProc8
RL_JOL D,100,2,3,BlockProc2,Hungry - Park,U,63,,,,,,,,,,23,12489,StudyProc8
RL_JOL D,100,2,3,BlockProc2,Add - Valley,U,77,,,,,,,,,,12,14824,StudyProc8
RL_JOL D,100,2,3,BlockProc2,Sight - Debate,U,68,,,,,,,,,,12,6552,StudyProc8
RL_JOL D,100,2,3,BlockProc2,Cheese - Wine,S,52,,,,,,,,,,67,4746,StudyProc8
RL_JOL D,100,2,3,BlockProc2,Site - Location,S,43,,,,,,,,,,67,3943,StudyProc8
RL_JOL D,100,2,3,BlockProc2,Soda - Pop,S,51,,,,,,,,,,45,4604,StudyProc8
RL_JOL D,100,2,3,BlockProc2,Liver - Kidney,S,48,,,,,,,,,,56,2630,StudyProc8
RL_JOL D,100,2,3,BlockProc2,Salad - Lettuce,S,54,,,,,,,,,,67,2331,StudyProc8
RL_JOL D,100,2,3,BlockProc2,Tuck - Allow,U,73,,,,,,,,,,12,17241,StudyProc8
RL_JOL D,100,2,3,BlockProc2,Hand - Fix,U,70,,,,,,,,,,34,4686,StudyProc8
RL_JOL D,100,2,3,BlockProc2,Bar - Grill,S,47,,,,,,,,,,34,7582,StudyProc8
RL_JOL D,100,2,3,BlockProc2,End - Begin,S,49,,,,,,,,,,89,2670,StudyProc8
RL_JOL D,100,2,3,BlockProc2,Woman - Lift,U,64,,,,,,,,,,56,5367,StudyProc8
RL_JOL D,100,2,3,BlockProc2,Toilet - Bathroom,S,53,,,,,,,,,,78,2283,StudyProc8
RL_JOL D,100,2,3,BlockProc2,Bee - Honey,S,58,,,,,,,,,,56,13004,StudyProc8
