Average,Upper,Lower,JOL_Bin,Direction,Encoding
19.6092504,26.88432778,12.33417302,30,U,RL
33.13668601,44.61829446,21.65507756,40,U,RL
43.69224156,55.72560813,31.658875,50,U,RL
48.99527187,61.3253471,36.66519663,60,U,RL
37.22222222,49.64678217,24.79766227,70,U,RL
30.47619048,40.57237796,20.38000299,80,U,RL
36.03174603,46.2279836,25.83550846,90,U,RL
66.66666667,78.63927221,54.69406112,100,U,RL
11.76470588,19.17869601,4.350715755,0,B,READ
14.41264006,22.48221229,6.343067822,10,B,READ
17.99107143,26.65498731,9.327155545,20,B,READ
20.95863527,30.53308381,11.38418672,30,B,READ
25.4049072,35.09123441,15.71857998,40,B,READ
30.55922818,41.10760046,20.0108559,50,B,READ
38.40946973,49.5182346,27.30070486,60,B,READ
37.95625335,49.38655968,26.52594703,70,B,READ
35.22256729,45.65149181,24.79364277,80,B,READ
39.76120034,50.24110984,29.28129083,90,B,READ
60.35502959,71.53343112,49.17662805,100,B,READ
23.33333333,33.13485543,13.53181124,0,F,READ
36.39589169,47.63482532,25.15695806,10,F,READ
45.28478058,56.75552727,33.81403389,20,F,READ
53.89384921,65.37911746,42.40858096,30,F,READ
56.07638889,67.09522684,45.05755094,40,F,READ
64.07638889,75.47663247,52.6761453,50,F,READ
68.88709677,78.93152334,58.84267021,60,F,READ
76.63799283,86.04997837,67.22600729,70,F,READ
77.97132616,87.54945599,68.39319634,80,F,READ
78.28264209,87.76860137,68.79668281,90,F,READ
79.42857143,88.66502419,70.19211867,100,F,READ
16,24.52519319,7.47480681,0,S,READ
27.35714286,37.80041836,16.91386736,10,S,READ
36.02380952,47.17105446,24.87656459,20,S,READ
42.46244131,53.82211394,31.10276869,30,S,READ
47.10529846,58.56840523,35.64219168,40,S,READ
53.58722617,65.0294611,42.14499124,50,S,READ
56.10663304,67.26380987,44.94945621,60,S,READ
61.95228164,73.33326518,50.57129811,70,S,READ
57.678305,68.28033105,47.07627896,80,S,READ
63.12808075,74.56863416,51.68752734,90,S,READ
71.79487179,82.06985051,61.51989308,100,S,READ
8.108108108,14.33578758,1.880428634,0,U,READ
14.89986227,23.60403476,6.195689781,10,U,READ
18.05301542,27.05370886,9.052321984,20,U,READ
17.66954308,26.39924702,8.93983914,30,U,READ
19.01264442,27.51784885,10.50743999,40,U,READ
19.82345523,29.51680916,10.1301013,50,U,READ
18.70680045,27.93671956,9.476881335,60,U,READ
17.68115942,25.52701985,9.835298989,70,U,READ
17.18733226,26.79413666,7.580527864,80,U,READ
31.64292498,40.66212457,22.62372538,90,U,READ
56.41025641,67.85620816,44.96430466,100,U,READ
